type,dest_id,dest_name,other_id,other_name,dist_m
hotel-dup,2480,Gauchan Lodge,2563,Gauchan Lodge,0
hotel-dup,2479,OYO 11460 Hotel Romantica,2562,OYO 11460 Hotel Romantica,0
hotel-dup,2477,Double View Guest House,2561,Double View Guest House,0
hotel-dup,2476,Hotel Mandala,4045,Hotel Mandala,0
hotel-dup,2410,Kathmandu City Hotel,3367,Kathmandu City Hotel,0
hotel-dup,2408,Throungla Guest House,3945,Throungla Guest House,0
hotel-dup,2405,Hotel Tranquil,3365,Hotel Tranquil,0
hotel-dup,2398,Hotel Mardi Himal Pride,2560,Hotel Mardi Himal Pride,0
hotel-dup,2396,Panoramic Guest House and Restaurant,2559,Panoramic Guest House and Restaurant,0
hotel-dup,2395,Twin Peak Guest House,2558,Twin Peak Guest House,0
hotel-dup,2392,Solukhumbu Guest House,1860,Solukhumbu Guest House,0
hotel-dup,2391,Zambala Hotel,1859,Zambala Hotel,0
hotel-dup,2380,Hotel Ancient Centre,3364,Hotel Ancient Centre,0
hotel-dup,2378,Crush Candy Hotel,3363,Crush Candy Hotel,0
hotel-dup,2377,Hotel Dynasty,3362,Hotel Dynasty,0
hotel-dup,2375,Happy Lemon Tree Lodge,1767,Happy Lemon Tree Lodge,0
hotel-dup,2373,Hotel Red Rose,2556,Hotel Red Rose,0
hotel-dup,2372,Tibetan Hotel,3944,Tibetan Hotel,0
hotel-dup,2342,Hotel Center Lake,2554,Hotel Center Lake,0
hotel-dup,2340,My hotel,3359,My hotel,0
hotel-dup,2328,Hotel Himalayan Star,2552,Hotel Himalayan Star,0
hotel-dup,2315,Malla Guest House,2551,Malla Guest House,0
hotel-dup,2313,Lemon Tree Guest House,2549,Lemon Tree Guest House,0
hotel-dup,2306,Peace Pinacle Homestay,2547,Peace Pinacle Homestay,0
hotel-dup,2305,Mount View Greenland Hotel And Resort,2546,Mount View Greenland Hotel And Resort,0
hotel-dup,2298,Hotel Himilayan Inn,4181,Hotel Himilayan Inn,0
hotel-dup,2292,Sakura hotel,3356,Sakura hotel,0
hotel-dup,2286,Hotel Earth House,3355,Hotel Earth House,0
hotel-dup,2285,Hotel Shirish,2542,Hotel Shirish,0
hotel-dup,2284,Nisan Guest House,2541,Nisan Guest House,0
hotel-dup,2282,Hotel Double Lake,2539,Hotel Double Lake,0
hotel-dup,2281,Hotel Panaroma Inn Restaurant & Bar,1637,Hotel Panaroma Inn Restaurant & Bar,0
hotel-dup,2280,Shuva Yatra Hotel,2538,Shuva Yatra Hotel,0
hotel-dup,2276,Hotel Deep Sagar,2535,Hotel Deep Sagar,0
hotel-dup,2274,Pristine Himalaya Lodge & Restaurant,2534,Pristine Himalaya Lodge & Restaurant,0
hotel-dup,2269,Anand Buisness Hotel,2532,Anand Buisness Hotel,0
hotel-dup,2268,Myagdi Namaste Guest House,2531,Myagdi Namaste Guest House,0
hotel-dup,2267,Staniya Baglung Guest House,2530,Staniya Baglung Guest House,0
hotel-dup,2266,Ghandruk Guesthouse And Restaurent,2529,Ghandruk Guesthouse And Restaurent,0
hotel-dup,2265,Bhandari Guest House and Restaurent,2528,Bhandari Guest House and Restaurent,0
hotel-dup,2264,Sahara Guesthouse,2527,Sahara Guesthouse,0
hotel-dup,2263,Hotel Sagar And Guest House,2526,Hotel Sagar And Guest House,0
hotel-dup,2257,Dhaulagiri Parbat Guest House,2525,Dhaulagiri Parbat Guest House,0
hotel-dup,2256,Myagdi Parbat Guesthouse And Restaurent,2524,Myagdi Parbat Guesthouse And Restaurent,0
hotel-dup,2255,Kali Gandaki Guest House And Restauret,2523,Kali Gandaki Guest House And Restauret,0
hotel-dup,2254,Saino Guesthouse,2522,Saino Guesthouse,0
hotel-dup,2250,Thakali Guest House,2521,Thakali Guest House,0
hotel-dup,2249,Hotel Sherchan,2520,Hotel Sherchan,0
hotel-dup,2248,Hotel Nilgiri,2519,Hotel Nilgiri,0
hotel-dup,2247,Hotel Syangja Tirupati & Bhanchha Ghar,2518,Hotel Syangja Tirupati & Bhanchha Ghar,0
hotel-dup,2246,New Chintang Devi Guest House,2517,New Chintang Devi Guest House,0
hotel-dup,2245,Hotel Om Shanta,2516,Hotel Om Shanta,0
hotel-dup,2244,Hotel Sunrise & Thakali Kitchen,2515,Hotel Sunrise & Thakali Kitchen,0
hotel-dup,2243,Thakali Hotel & Restaurant,2514,Thakali Hotel & Restaurant,0
hotel-dup,2242,Hotel New Sangrila,2513,Hotel New Sangrila,0
hotel-dup,2241,Shree Krishna Vojanalaya & Guest House,2512,Shree Krishna Vojanalaya & Guest House,0
hotel-dup,2240,Piyush Hotel & Guest House,2511,Piyush Hotel & Guest House,0
hotel-dup,2239,Hotel Himal Darsan,2510,Hotel Himal Darsan,0
hotel-dup,2238,Hotel Gorkha Homes,2509,Hotel Gorkha Homes,0
hotel-dup,2237,Joshi Hotel & Restaurant,2508,Joshi Hotel & Restaurant,0
hotel-dup,2236,New Pokhara Bisram Hotel,2507,New Pokhara Bisram Hotel,0
hotel-dup,2235,Dhawalagiri Guest House & Khaja Ghar,2506,Dhawalagiri Guest House & Khaja Ghar,0
hotel-dup,2234,Hotel Cross Road Bar,2505,Hotel Cross Road Bar,0
hotel-dup,2232,Hotel Peace View,2504,Hotel Peace View,0
hotel-dup,2231,Hotel Snow Peak,2503,Hotel Snow Peak,0
hotel-dup,2230,Hotel Ice View,2502,Hotel Ice View,0
hotel-dup,2229,Hotel Kantipur,2501,Hotel Kantipur,0
hotel-dup,2228,Hotel Freindship Lodge,2500,Hotel Freindship Lodge,0
hotel-dup,2227,Blue Planet Lodge,2499,Blue Planet Lodge,0
hotel-dup,2224,Manakamana Guest House,2497,Manakamana Guest House,0
hotel-dup,2223,River View Guest House & Restaurant,2496,River View Guest House & Restaurant,0
hotel-dup,2222,hotel pokhara peace correct location!!,3353,hotel pokhara peace correct location!!,0
hotel-dup,2221,Syangja Hotel,2495,Syangja Hotel,0
hotel-dup,2220,Hotel Him Sagar,2494,Hotel Him Sagar,0
hotel-dup,2218,Hotel Lakeside,2493,Hotel Lakeside,0
hotel-dup,2216,Visitor's Inn,2491,Visitor's Inn,0
hotel-dup,2215,Gantavya Resort & Spa,2490,Gantavya Resort & Spa,0
hotel-dup,2213,Souvenir Apartment Hotel,2488,Souvenir Apartment Hotel,0
hotel-dup,2212,Hotel Pokhara Blue Lake,2487,Hotel Pokhara Blue Lake,0
hotel-dup,2211,Baghmara Guest House & Wine House,2486,Baghmara Guest House & Wine House,0
hotel-dup,2210,Hotel Pokhara Peace,3352,Hotel Pokhara Peace,0
hotel-dup,2209,Hotel Kailash,2485,Hotel Kailash,0
hotel-dup,2208,Tuki Resort,2484,Tuki Resort,0
hotel-dup,2207,Hotel Taj Pokhara,2483,Hotel Taj Pokhara,0
hotel-dup,2206,Om Shiva Guest House,2482,Om Shiva Guest House,0
hotel-dup,2205,Bhandari Guest House,2481,Bhandari Guest House,0
hotel-dup,2204,Hotel Lagoon,2480,Hotel Lagoon,0
hotel-dup,2201,Tika Resort,2479,Tika Resort,0
hotel-dup,2199,Hotel Public Choice,2478,Hotel Public Choice,0
hotel-dup,2198,Hotel Blue Berry Nepal,2477,Hotel Blue Berry Nepal,0
hotel-dup,2196,Hotel Rudrakshya,2476,Hotel Rudrakshya,0
hotel-dup,2195,Hotel Planet,2475,Hotel Planet,0
hotel-dup,2194,Hotel Evy Inn,2474,Hotel Evy Inn,0
hotel-dup,2193,Hotel Surya,2473,Hotel Surya,0
hotel-dup,2192,Three Jewels Boutique Hotel,2472,Three Jewels Boutique Hotel,0
hotel-dup,2190,Fewa Resort,2470,Fewa Resort,0
hotel-dup,2188,Hotel Marigold,2469,Hotel Marigold,0
hotel-dup,2186,Hotel Peninsula,2468,Hotel Peninsula,0
hotel-dup,2185,Hotel Khukuri,2467,Hotel Khukuri,0
hotel-dup,2184,Sanctuary Lodge Pokhara,2466,Sanctuary Lodge Pokhara,0
hotel-dup,2183,Hotel Nimto,2465,Hotel Nimto,0
hotel-dup,2177,Sagar Guest House,2463,Sagar Guest House,0
hotel-dup,2176,Hotel Sunkoshi,2462,Hotel Sunkoshi,0
hotel-dup,2174,Hotel Green View,2460,Hotel Green View,0
hotel-dup,2173,Alka Guest House,2459,Alka Guest House,0
hotel-dup,2172,Hotel Harmony Rise,2458,Hotel Harmony Rise,0
hotel-dup,2171,Hotel Portland,2457,Hotel Portland,0
hotel-dup,2166,Hotel Mountain Garden,2455,Hotel Mountain Garden,0
hotel-dup,2161,Hotel Annapurna View Sarangkot,2452,Hotel Annapurna View Sarangkot,0
hotel-dup,2159,Hotel Peace Ganga Inn,2450,Hotel Peace Ganga Inn,0
hotel-dup,2158,Hotel Goa Palace,2449,Hotel Goa Palace,0
hotel-dup,2157,Hotel Manaslu II,2448,Hotel Manaslu II,0
hotel-dup,2156,Hotel Angan,2447,Hotel Angan,0
hotel-dup,2155,Hotel Pigeon,2446,Hotel Pigeon,0
hotel-dup,2154,Hotel Pokhara International,2445,Hotel Pokhara International,0
hotel-dup,2153,Himalayan Front Hotel,2444,Himalayan Front Hotel,0
hotel-dup,2151,Himalaya View Guest House and Restaurant,2443,Himalaya View Guest House and Restaurant,0
hotel-dup,2150,Fewa View Family Guest House and Resturent,2442,Fewa View Family Guest House and Resturent,0
hotel-dup,2146,Hotel Garden Orchid Bar and Restaurant,2441,Hotel Garden Orchid Bar and Restaurant,0
hotel-dup,2145,Ashok Guest House & Restaurant,2440,Ashok Guest House & Restaurant,0
hotel-dup,2144,Hotel Fishtail Inn,2439,Hotel Fishtail Inn,0
hotel-dup,2142,New Thapa Catering & Guest House,2437,New Thapa Catering & Guest House,0
hotel-dup,2141,Hotel Yad,2436,Hotel Yad,0
hotel-dup,2140,Hotel Sublime,2435,Hotel Sublime,0
hotel-dup,2139,Hotel Durbar Inn,2434,Hotel Durbar Inn,0
hotel-dup,2138,Hotel Lake Valley,2433,Hotel Lake Valley,0
hotel-dup,2137,Hotel Galaxy Inn,2432,Hotel Galaxy Inn,0
hotel-dup,2136,Hotel White Pearl,2431,Hotel White Pearl,0
hotel-dup,2135,Hotel Spring,2430,Hotel Spring,0
hotel-dup,2134,Hotel Mount View Pokhara,2429,Hotel Mount View Pokhara,0
hotel-dup,2133,Hotel Bishram,2428,Hotel Bishram,0
hotel-dup,2132,Thakali Banchha Ghar & Guest House,2427,Thakali Banchha Ghar & Guest House,0
hotel-dup,2130,Hakuniwa Guest House,2425,Hakuniwa Guest House,0
hotel-dup,2129,Kuti Resort,2424,Kuti Resort,0
hotel-dup,2128,Satya Guest House,2423,Satya Guest House,0
hotel-dup,2127,Fuji Guest House,2422,Fuji Guest House,0
hotel-dup,2125,Bishal Guest House,2421,Bishal Guest House,0
hotel-dup,2123,Hotel Dream Lake,2419,Hotel Dream Lake,0
hotel-dup,2122,Shova Guest House,2418,Shova Guest House,0
hotel-dup,2121,Hotel Rhythmic Palace,2417,Hotel Rhythmic Palace,0
hotel-dup,2120,Hotel Lakeside Inn,2416,Hotel Lakeside Inn,0
hotel-dup,2119,Hotel Holy Lodge,2415,Hotel Holy Lodge,0
hotel-dup,2118,Hotel Pokhara Batika,2414,Hotel Pokhara Batika,0
hotel-dup,2117,New Hotel Nature Land,2413,New Hotel Nature Land,0
hotel-dup,2115,Kaushal Hotel,2411,Kaushal Hotel,0
hotel-dup,2112,Hotel Rythm,2408,Hotel Rythm,0
hotel-dup,2111,Hotel Smriti & lodge,2407,Hotel Smriti & lodge,0
hotel-dup,2110,Rustika Guest House,2406,Rustika Guest House,0
hotel-dup,2108,Hotel King Fisher,2405,Hotel King Fisher,0
hotel-dup,2107,Royal Guest House,2404,Royal Guest House,0
hotel-dup,2105,Hotel Magnolia,2402,Hotel Magnolia,0
hotel-dup,2104,Life You Inn,2401,Life You Inn,0
hotel-dup,2101,Kaskikot Homestay,2399,Kaskikot Homestay,0
hotel-dup,2097,Hotel Milarepa,2396,Hotel Milarepa,0
hotel-dup,2096,Best Inn,2395,Best Inn,0
hotel-dup,2095,hotel lake peace,2394,hotel lake peace,0
hotel-dup,2094,Hotel Suite Inn,2393,Hotel Suite Inn,0
hotel-dup,2093,Hotel Royal Choice,2392,Hotel Royal Choice,0
hotel-dup,2089,Pokhara Mount Resort,2391,Pokhara Mount Resort,0
hotel-dup,2088,Hotel Pokhara View,2390,Hotel Pokhara View,0
hotel-dup,2087,Hotel Jungle View,2389,Hotel Jungle View,0
hotel-dup,2083,Old Durbar Guest House,2388,Old Durbar Guest House,0
hotel-dup,2079,Mangal Homestay,2386,Mangal Homestay,0
hotel-dup,1990,Hotel Nandini,3350,Hotel Nandini,0
hotel-dup,1979,Hotel Virgin Pokhara,2383,Hotel Virgin Pokhara,0
hotel-dup,1976,Sunset Lodge and Restaurant,2382,Sunset Lodge and Restaurant,0
hotel-dup,1953,Annapurna Inn,4179,Annapurna Inn,0
hotel-dup,1951,Dhading Lodge,4042,Dhading Lodge,0
hotel-dup,1949,Sworgadwari Hotel & Restaurant,4041,Sworgadwari Hotel & Restaurant,0
hotel-dup,1948,5 Brother's Hotel Jungle Village and Lake View Resort,2380,5 Brother's Hotel Jungle Village and Lake View Resort,0
hotel-dup,1946,Hotel Seven Days Paradise,2379,Hotel Seven Days Paradise,0
hotel-dup,1945,Hotel Himshikar Restaurant and Lodge,2378,Hotel Himshikar Restaurant and Lodge,0
hotel-dup,1944,Hotel Happy Home,2377,Hotel Happy Home,0
hotel-dup,1943,Rupa Begnas Lake Inn,2376,Rupa Begnas Lake Inn,0
hotel-dup,1942,Hotel Young's Stupa,2375,Hotel Young's Stupa,0
hotel-dup,1941,Hotel Saptadip and Lodge,2374,Hotel Saptadip and Lodge,0
hotel-dup,1939,Hotel Aama,2373,Hotel Aama,0
hotel-dup,1938,Sarita Hotel and Lodge,2372,Sarita Hotel and Lodge,0
hotel-dup,1937,Marpha Hotel and Lodge,2371,Marpha Hotel and Lodge,0
hotel-dup,1936,Hotel Jomsom and Restaurant,2370,Hotel Jomsom and Restaurant,0
hotel-dup,1935,Hotel Gorkhali,2369,Hotel Gorkhali,0
hotel-dup,1934,Hotel Daybreak,2368,Hotel Daybreak,0
hotel-dup,1932,Grand Hotel Begnas,2367,Grand Hotel Begnas,0
hotel-dup,1931,Dhaulagiri Hotel,2366,Dhaulagiri Hotel,0
hotel-dup,1905,Mitra Garden Inn,3345,Mitra Garden Inn,0
hotel-dup,1903,Dhampus Mahili Hotel and Lodge,2365,Dhampus Mahili Hotel and Lodge,0
hotel-dup,1889,Apple Garden Hotel Wooden cabins,4040,Apple Garden Hotel Wooden cabins,0
hotel-dup,1885,Greatwall Hotel,3344,Greatwall Hotel,0
hotel-dup,1879,Hotel Chumvally Restaurant and Lodge,1857,Hotel Chumvally Restaurant and Lodge,0
hotel-dup,1870,Mustang Hoyrl & Bandipur Lodge,4975,Mustang Hoyrl & Bandipur Lodge,0
hotel-dup,1869,Green Park Hotel,4974,Green Park Hotel,0
hotel-dup,1857,Hotel Hilton,3943,Hotel Hilton,0
hotel-dup,1853,Ganesh restaurant and lodge,4973,Ganesh restaurant and lodge,0
hotel-dup,1852,Hotel River View,4972,Hotel River View,0
hotel-dup,1850,Hotel Stupa,2362,Hotel Stupa,0
hotel-dup,1848,Hotel Lonely Planet,2361,Hotel Lonely Planet,0
hotel-dup,1847,Hotel Paradise Inn,2360,Hotel Paradise Inn,0
hotel-dup,1843,New Buddha Guest House,3342,New Buddha Guest House,0
hotel-dup,1836,Hotel Middle East,2359,Hotel Middle East,0
hotel-dup,1834,Hotel Sports Nepal,2358,Hotel Sports Nepal,0
hotel-dup,1831,Hotel Potala,3340,Hotel Potala,0
hotel-dup,1822,Sukhavati  Hotel,3339,Sukhavati  Hotel,0
hotel-dup,1821,Noryang Hotel,3338,Noryang Hotel,0
hotel-dup,1820,Maya Boutique Hotel,3337,Maya Boutique Hotel,0
hotel-dup,1815,Hotel Anupam,3336,Hotel Anupam,0
hotel-dup,1809,Kestrel Nest Studio Inn,2356,Kestrel Nest Studio Inn,0
hotel-dup,1795,Cheese Karsay Lodge,1856,Cheese Karsay Lodge,0
hotel-dup,1783,Homestay with Thupten,2354,Homestay with Thupten,0
hotel-dup,1781,Himalayan Travellers' Inn,3334,Himalayan Travellers' Inn,0
hotel-dup,1780,Hotel Once More,2352,Hotel Once More,0
hotel-dup,1776,Himalayan Guest House,2349,Himalayan Guest House,0
hotel-dup,1767,Hotel Ezen,2347,Hotel Ezen,0
hotel-dup,1764,Hotel Windfall,2346,Hotel Windfall,0
hotel-dup,1761,Moon Light hotel,4039,Moon Light hotel,0
hotel-dup,1759,Hotel Dream Pokhara,2345,Hotel Dream Pokhara,0
hotel-dup,1742,Hotel Osho Home,3331,Hotel Osho Home,0
hotel-dup,1737,Hotel Red Carpet,2343,Hotel Red Carpet,0
hotel-dup,1736,Hotel Sunflower,3873,Hotel Sunflower,0
hotel-dup,1728,Gracemandu Guest House,3872,Gracemandu Guest House,0
hotel-dup,1727,Hotel Super View & Restaurant,4038,Hotel Super View & Restaurant,0
hotel-dup,1725,7 Sisters Guesthouse,4036,7 Sisters Guesthouse,0
hotel-dup,1724,The Happiness Guesthouse,1853,The Happiness Guesthouse,0
hotel-dup,1722,Namasté Guesthouse,1851,Namasté Guesthouse,0
hotel-dup,1721,Yaru Guesthouse,1850,Yaru Guesthouse,0
hotel-dup,1719,ABC Guesthouse,1848,ABC Guesthouse,0
hotel-dup,1718,Third Step Hotel,1847,Third Step Hotel,0
hotel-dup,1717,Tsum Jhambala Hotel & Restaurant,1846,Tsum Jhambala Hotel & Restaurant,0
hotel-dup,1714,Gorgeous Village Guest House,2340,Gorgeous Village Guest House,0
hotel-dup,1708,Sangri La Hotel,1845,Sangri La Hotel,0
hotel-dup,1707,Lapu Guesthouse,1844,Lapu Guesthouse,0
hotel-dup,1706,Kyimulung Hotel & Lodge,1843,Kyimulung Hotel & Lodge,0
hotel-dup,1704,Hotel Dream Home,4035,Hotel Dream Home,0
hotel-dup,1702,Rupa View Guest House,2339,Rupa View Guest House,0
hotel-dup,1699,Heaven View Top lodge & restaurant,2338,Heaven View Top lodge & restaurant,0
hotel-dup,1698,Unique Mountain Guest House,2337,Unique Mountain Guest House,0
hotel-dup,1695,Shangrila Lodge,3330,Shangrila Lodge,0
hotel-dup,1691,Santosh Hotel,4971,Santosh Hotel,0
hotel-dup,1690,Chautari Hotel and Lodge,4970,Chautari Hotel and Lodge,0
hotel-dup,1689,Rooftop Hotel,4969,Rooftop Hotel,0
hotel-dup,1688,New Tanahu Lodge,4968,New Tanahu Lodge,0
hotel-dup,1687,Hotel Gandaki,4967,Hotel Gandaki,0
hotel-dup,1685,Borlang Dhawa kotwali Hotel and Lodge,1842,Borlang Dhawa kotwali Hotel and Lodge,0
hotel-dup,1684,Hotel Blue Lake,2335,Hotel Blue Lake,0
hotel-dup,1683,Memory Guest House,2334,Memory Guest House,0
hotel-dup,1682,Hotel Temple Villa,2333,Hotel Temple Villa,0
hotel-dup,1681,Hotel Monila,2332,Hotel Monila,0
hotel-dup,1680,Hotel Karuna,2331,Hotel Karuna,0
hotel-dup,1679,Pokhara Village Resort,2330,Pokhara Village Resort,0
hotel-dup,1677,Hotel Blue Heaven,2328,Hotel Blue Heaven,0
hotel-dup,1675,Hotel Kasturi,2327,Hotel Kasturi,0
hotel-dup,1674,Popular Guest House and Restaurant,2326,Popular Guest House and Restaurant,0
hotel-dup,1673,Binishka Guest House and Restaurant,2325,Binishka Guest House and Restaurant,0
hotel-dup,1668,Hotel Middle Path,2320,Hotel Middle Path,0
hotel-dup,1667,Hotel Lake Palace,2319,Hotel Lake Palace,0
hotel-dup,1666,New Tourist Guest House,2318,New Tourist Guest House,0
hotel-dup,1665,Penguin Guest House and Restaurant,2317,Penguin Guest House and Restaurant,0
hotel-dup,1664,Sampada Inn,2316,Sampada Inn,0
hotel-dup,1663,Hotel River Park,2315,Hotel River Park,0
hotel-dup,1662,Noor Hotel,2314,Noor Hotel,0
hotel-dup,1661,Kumari Inn,2313,Kumari Inn,0
hotel-dup,1659,Hotel Centre Inn Lake,2311,Hotel Centre Inn Lake,0
hotel-dup,1658,Hotel 7 Continents,2310,Hotel 7 Continents,0
hotel-dup,1657,Hotel Buttercup,2309,Hotel Buttercup,0
hotel-dup,1656,Gautam Guest House,2308,Gautam Guest House,0
hotel-dup,1655,Hotel The Horizon,2307,Hotel The Horizon,0
hotel-dup,1654,Peace Guest House,2306,Peace Guest House,0
hotel-dup,1653,Hotel The Billabong Garden,2305,Hotel The Billabong Garden,0
hotel-dup,1652,Hotel Serenity,2304,Hotel Serenity,0
hotel-dup,1651,Hotel Peace Ganga,2303,Hotel Peace Ganga,0
hotel-dup,1650,Hotel Deep Oasis,2302,Hotel Deep Oasis,0
hotel-dup,1649,Hotel Crystal Palace,2301,Hotel Crystal Palace,0
hotel-dup,1648,Batika Classic Hotel,2300,Batika Classic Hotel,0
hotel-dup,1646,Century Guest House,2298,Century Guest House,0
hotel-dup,1645,Hotel Munal,2297,Hotel Munal,0
hotel-dup,1644,Hotel Immortal Inn,2296,Hotel Immortal Inn,0
hotel-dup,1642,Hotel Citizen,2295,Hotel Citizen,0
hotel-dup,1636,Hotel Singapore,2291,Hotel Singapore,0
hotel-dup,1635,Honkong Hotel,2290,Honkong Hotel,0
hotel-dup,1634,The New Winds Hotel,2289,The New Winds Hotel,0
hotel-dup,1633,Hotel Cordial,2288,Hotel Cordial,0
hotel-dup,1632,Danfe Hotel,2287,Danfe Hotel,0
hotel-dup,1631,Hotel Didi,2286,Hotel Didi,0
hotel-dup,1627,Hidden Star Guest House and Handicraft Shop,2285,Hidden Star Guest House and Handicraft Shop,0
hotel-dup,1622,Lucky View Guest House,2284,Lucky View Guest House,0
hotel-dup,1618,Hotel Dhansar,2283,Hotel Dhansar,0
hotel-dup,1617,Hotel Kusum and Lodge,4966,Hotel Kusum and Lodge,0
hotel-dup,1616,Hotel Annapurna,4965,Hotel Annapurna,0
hotel-dup,1615,Sidhane community homestay,2282,Sidhane community homestay,0
hotel-dup,1613,Hotel Milan,2281,Hotel Milan,0
hotel-dup,1606,Cozy Corner Guesthouse,3329,Cozy Corner Guesthouse,0
hotel-dup,1595,Hotel Lake Unique Inn,2277,Hotel Lake Unique Inn,0
hotel-dup,1590,Begnas Lake Resort,2276,Begnas Lake Resort,0
hotel-dup,1589,Travel Lodge,2275,Travel Lodge,0
hotel-dup,1587,Hotel 4,3328,Hotel 4,0
hotel-dup,1585,Munji lodge,4033,Munji lodge,0
hotel-dup,1583,Hotel Middle Way,2274,Hotel Middle Way,0
hotel-dup,1582,Dragon Hotel,4177,Dragon Hotel,0
hotel-dup,1577,Hotel Green Peace Guest House and Restaurant,2273,Hotel Green Peace Guest House and Restaurant,0
hotel-dup,1575,Hotel The Trans Himalaya,2272,Hotel The Trans Himalaya,0
hotel-dup,1574,Hotel People's Plaza,2271,Hotel People's Plaza,0
hotel-dup,1570,Hotel Queens Park,2268,Hotel Queens Park,0
hotel-dup,1569,Namaste Lodge,2267,Namaste Lodge,0
hotel-dup,1561,Bhupu Sainik Sita Lodge,2266,Bhupu Sainik Sita Lodge,0
hotel-dup,1553,Hotel The GreatWall,3326,Hotel The GreatWall,0
hotel-dup,1552,Hotel NorthPole,4176,Hotel NorthPole,0
hotel-dup,1546,Tibetan hotel,3940,Tibetan hotel,0
hotel-dup,1541,Nanohana Lodge,2264,Nanohana Lodge,0
hotel-dup,1540,Hotel Galaxy,2263,Hotel Galaxy,0
hotel-dup,1539,Hotel Mirage,2262,Hotel Mirage,0
hotel-dup,1533,Prundu Homestay Aatighar,2261,Prundu Homestay Aatighar,0
hotel-dup,1530,Third Eye Inn,2260,Third Eye Inn,0
hotel-dup,1523,Hotel Lake Top,2259,Hotel Lake Top,0
hotel-dup,1522,Hotel Peace Pokhara,2258,Hotel Peace Pokhara,0
hotel-dup,1519,New Namaste Guesthouse,2257,New Namaste Guesthouse,0
hotel-dup,1517,Be Happy Guest House,2255,Be Happy Guest House,0
hotel-dup,1514,Hotel Love and Light,2254,Hotel Love and Light,0
hotel-dup,1513,Bickey's Homestay,2253,Bickey's Homestay,0
hotel-dup,1508,Sweet Dreams Guest House,2252,Sweet Dreams Guest House,0
hotel-dup,1506,Hill Side Travel Hotel & Lodge,1841,Hill Side Travel Hotel & Lodge,0
hotel-dup,1497,Hotel Lake Garden,2251,Hotel Lake Garden,0
hotel-dup,1495,Hotel Venus,2250,Hotel Venus,0
hotel-dup,1494,Bodhi Inn,3324,Bodhi Inn,0
hotel-dup,1492,Kathmandu Resort Hotel,3323,Kathmandu Resort Hotel,0
hotel-dup,1484,The Maple Inn,2247,The Maple Inn,0
hotel-dup,1473,Muna Guesthouse,2246,Muna Guesthouse,0
hotel-dup,1472,Hotel Jal Mahal,2245,Hotel Jal Mahal,0
hotel-dup,1470,Hotel Angel Pokhara,2244,Hotel Angel Pokhara,0
hotel-dup,1465,Hotel Haven 'O' Ganga,2243,Hotel Haven 'O' Ganga,0
hotel-dup,1463,Dhye Shaligram Hotel,4174,Dhye Shaligram Hotel,0
hotel-dup,1453,Hotel Dream City,3320,Hotel Dream City,0
hotel-dup,1445,Nepali Cottage Guest House,2241,Nepali Cottage Guest House,0
hotel-dup,1438,Hotel Choice,3319,Hotel Choice,0
hotel-dup,1436,Hotel Pancharatna,2238,Hotel Pancharatna,0
hotel-dup,1434,Forest View Guest House,2237,Forest View Guest House,0
hotel-dup,1431,Hotel North Pole,4032,Hotel North Pole,0
hotel-dup,1430,Florida Guest House,4173,Florida Guest House,0
hotel-dup,1423,Golden Inn Guest House,4172,Golden Inn Guest House,0
hotel-dup,1416,Second Home Hotel,3318,Second Home Hotel,0
hotel-dup,1415,HOTEL MOUNTAIN VIEW GUEST ROOM,3937,HOTEL MOUNTAIN VIEW GUEST ROOM,0
hotel-dup,1413,Hotel Ganesh Himal,3317,Hotel Ganesh Himal,0
hotel-dup,1412,Roadhouse Cafe / Hotel Roadhouse,3316,Roadhouse Cafe / Hotel Roadhouse,0
hotel-dup,1410,Hotel Gautam Garden,2236,Hotel Gautam Garden,0
hotel-dup,1409,Hotel View Point,4171,Hotel View Point,0
hotel-dup,1408,Show Boat Hotel - Ama chorten cafe,4170,Show Boat Hotel - Ama chorten cafe,0
hotel-dup,1402,Hotel Kamal,3314,Hotel Kamal,0
hotel-dup,1401,Hotel Elephant Camp & Korean Restaurant,1760,Hotel Elephant Camp & Korean Restaurant,0
hotel-dup,1400,Hotel Manang,4031,Hotel Manang,0
hotel-dup,1398,Sikles Guest House,2233,Sikles Guest House,0
hotel-dup,1397,Hotel Annapurna,4030,Hotel Annapurna,0
hotel-dup,1396,Hotel Tukuche,4029,Hotel Tukuche,0
hotel-dup,1395,Hotel Himalayan,4028,Hotel Himalayan,0
hotel-dup,1394,Bharat Hotel & Lodge,3313,Bharat Hotel & Lodge,0
hotel-dup,1392,Oasis Guest House,4027,Oasis Guest House,0
hotel-dup,1390,Happy Home Cottage,4026,Happy Home Cottage,0
hotel-dup,1389,Tibet Lhasa Guest House,4025,Tibet Lhasa Guest House,0
hotel-dup,1385,Hotel Moonlight,62,Hotel Moonlight,104
hotel-dup,1384,Thamel Grand Hotel,3311,Thamel Grand Hotel,0
hotel-dup,1383,Hotel Pilgrims,3310,Hotel Pilgrims,0
hotel-dup,1381,Kathmandu Peace Guest House,3308,Kathmandu Peace Guest House,0
hotel-dup,1380,Kathmandu Sunny hotel,3307,Kathmandu Sunny hotel,0
hotel-dup,1378,Delight Guest House,3305,Delight Guest House,0
hotel-dup,1375,Backpackers Lodge,3302,Backpackers Lodge,0
hotel-dup,1374,Nirvana Peace Hotel,3301,Nirvana Peace Hotel,0
