ID,Police Station,Destination,Address,Phone,Latitude,Longitude,District,Province
2093,Police Station Bhojpur,Bhojpur,"Bhojpur, Nepal",,27.1700,87.0500,Bhojpur,Koshi
2094,Police Station Khotang,Diktel,"Khotang, Nepal",,27.2100,86.7900,Khotang,Koshi
2095,Police Station Solukhumbu,Salleri,"Solukhumbu, Nepal",,27.7900,86.7200,Solukhumbu,Koshi
2096,Police Station Taplejung,Phungling,"Taplejung, Nepal",,27.3500,87.6700,Taplejung,Koshi
2097,Police Station Udayapur,Gaighat,"Udayapur, Nepal",,26.8000,86.7000,Udayapur,Koshi
2098,Police Station Saptari,Rajbiraj,"Saptari, Nepal",,26.5400,86.7500,Saptari,Madhesh
2099,Police Station Dhanusha,Janakpur,"Dhanusha, Nepal",,26.7300,85.9200,Dhanusha,Madhesh
2100,Police Station Mahottari,Jaleshwar,"Mahottari, Nepal",,26.6500,85.8000,Mahottari,Madhesh
2101,Police Station Sarlahi,Malangwa,"Sarlahi, Nepal",,26.8600,85.5600,Sarlahi,Madhesh
2102,Police Station Rautahat,Gaur,"Rautahat, Nepal",,26.7700,85.2700,Rautahat,Madhesh
2103,Police Station Bara,Kalaiya,"Bara, Nepal",,26.9900,84.8700,Bara,Madhesh
2104,Police Station Parsa,Birgunj,"Parsa, Nepal",,27.0100,84.8800,Parsa,Madhesh
2105,Police Station Kathmandu,Asan,"Kathmandu, Nepal",,27.7080,85.3100,Kathmandu,Bagmati
2106,Police Station Kathmandu,Ratnapark,"Kathmandu, Nepal",,27.7050,85.3150,Kathmandu,Bagmati
2107,Police Station Kathmandu,Kalanki,"Kathmandu, Nepal",,27.6930,85.2800,Kathmandu,Bagmati
2108,Police Station Kathmandu,Gongabu,"Kathmandu, Nepal",,27.7350,85.3140,Kathmandu,Bagmati
2109,Police Station Kathmandu,Chabahil,"Kathmandu, Nepal",,27.7180,85.3480,Kathmandu,Bagmati
2110,Police Station Kathmandu,Boudha,"Kathmandu, Nepal",,27.7210,85.3620,Kathmandu,Bagmati
2111,Police Station Kathmandu,Baluwatar,"Kathmandu, Nepal",,27.7200,85.3300,Kathmandu,Bagmati
2112,Police Station Kathmandu,Maharajgunj,"Kathmandu, Nepal",,27.7350,85.3300,Kathmandu,Bagmati
2113,Police Station Kathmandu,Nepal Police Headquarters,"Kathmandu, Nepal",,27.7000,85.3200,Kathmandu,Bagmati
2114,Police Station Lalitpur,Ekantakuna,"Lalitpur, Nepal",,27.6800,85.3000,Lalitpur,Bagmati
2115,Police Station Lalitpur,Jawalakhel,"Lalitpur, Nepal",,27.6750,85.3150,Lalitpur,Bagmati
2116,Police Station Lalitpur,Lagankhel,"Lalitpur, Nepal",,27.6700,85.3200,Lalitpur,Bagmati
2117,Police Station Lalitpur,Pulchowk,"Lalitpur, Nepal",,27.6800,85.3150,Lalitpur,Bagmati
2118,Police Station Lalitpur,Kumaripati,"Lalitpur, Nepal",,27.6650,85.3150,Lalitpur,Bagmati
2119,Police Station Bhaktapur,Sallaghari,"Bhaktapur, Nepal",,27.6700,85.4100,Bhaktapur,Bagmati
2120,Police Station Bhaktapur,Thimi,"Bhaktapur, Nepal",,27.6800,85.3870,Bhaktapur,Bagmati
2121,Police Station Bhaktapur,Kamalbinayak,"Bhaktapur, Nepal",,27.6800,85.4400,Bhaktapur,Bagmati
2122,Police Station Bhaktapur,Bhaktapur Durbar Square,"Bhaktapur, Nepal",,27.6720,85.4290,Bhaktapur,Bagmati
2123,Police Station Kavre,Dhulikhel,"Kavrepalanchok, Nepal",,27.6200,85.5400,Kavrepalanchok,Bagmati
2124,Police Station Kavre,Banepa,"Kavrepalanchok, Nepal",,27.6300,85.5200,Kavrepalanchok,Bagmati
2125,Police Station Kavre,Panauti,"Kavrepalanchok, Nepal",,27.5800,85.5100,Kavrepalanchok,Bagmati
2126,Police Station Nuwakot,Bidur,"Nuwakot, Nepal",,27.9200,85.1600,Nuwakot,Bagmati
2127,Police Station Nuwakot,Trishuli,"Nuwakot, Nepal",,27.9000,85.1600,Nuwakot,Bagmati
2128,Police Station Rasuwa,Dhunche,"Rasuwa, Nepal",,28.1100,85.3000,Rasuwa,Bagmati
2129,Police Station Dhading,Dhadingbesi,"Dhading, Nepal",,27.8700,84.9200,Dhading,Bagmati
2130,Police Station Dhading,Malekhu,"Dhading, Nepal",,27.8300,84.8300,Dhading,Bagmati
2131,Police Station Sindhupalchok,Chautara,"Sindhupalchok, Nepal",,27.7800,85.7100,Sindhupalchok,Bagmati
2132,Police Station Sindhupalchok,Melamchi,"Sindhupalchok, Nepal",,27.8200,85.5800,Sindhupalchok,Bagmati
2133,Police Station Dolakha,Charikot,"Dolakha, Nepal",,27.6700,86.0500,Dolakha,Bagmati
2134,Police Station Ramechhap,Manthali,"Ramechhap, Nepal",,27.3900,86.0600,Ramechhap,Bagmati
2135,Police Station Sindhuli,Sindhulimadhi,"Sindhuli, Nepal",,27.2500,85.9700,Sindhuli,Bagmati
2136,Police Station Makwanpur,Hetauda,"Makwanpur, Nepal",,27.4300,85.0300,Makwanpur,Bagmati
2137,Police Station Makwanpur,Manahari,"Makwanpur, Nepal",,27.5500,84.9500,Makwanpur,Bagmati
2138,Police Station Chitwan,Bharatpur,"Chitwan, Nepal",,27.6800,84.4300,Chitwan,Bagmati
2139,Police Station Chitwan,Ratnanagar,"Chitwan, Nepal",,27.6200,84.5000,Chitwan,Bagmati
2140,Police Station Kaski,Pokhara Lakeside,"Kaski, Nepal",,28.2100,83.9600,Kaski,Gandaki
2141,Police Station Kaski,Prithvi Chowk,"Kaski, Nepal",,28.2100,83.9900,Kaski,Gandaki
2142,Police Station Kaski,Hemja,"Kaski, Nepal",,28.2600,83.9100,Kaski,Gandaki
2143,Police Station Kaski,Lekhnath,"Kaski, Nepal",,28.1700,84.0550,Kaski,Gandaki
2144,Police Station Tanahun,Damauli,"Tanahun, Nepal",,27.9730,84.2400,Tanahun,Gandaki
2145,Police Station Gorkha,Gorkha,"Gorkha, Nepal",,28.0000,84.6330,Gorkha,Gandaki
2146,Police Station Lamjung,Besisahar,"Lamjung, Nepal",,28.2300,84.0100,Lamjung,Gandaki
2147,Police Station Myagdi,Beni,"Myagdi, Nepal",,28.3500,83.5700,Myagdi,Gandaki
2148,Police Station Mustang,Jomsom,"Mustang, Nepal",,28.7800,83.7200,Mustang,Gandaki
2149,Police Station Manang,Chame,"Manang, Nepal",,28.5500,84.2300,Manang,Gandaki
2150,Police Station Baglung,Baglung,"Baglung, Nepal",,28.2700,83.5900,Baglung,Gandaki
2151,Police Station Parbat,Kushma,"Parbat, Nepal",,28.2200,83.6800,Parbat,Gandaki
2152,Police Station Syangja,Putalibazar,"Syangja, Nepal",,28.1000,83.8700,Syangja,Gandaki
2153,Police Station Nawalpur,Kawasoti,"Nawalpur, Nepal",,27.6500,84.1300,Nawalpur,Gandaki
2154,Police Station Palpa,Tansen,"Palpa, Nepal",,27.8700,83.5500,Palpa,Lumbini
2155,Police Station Gulmi,Tamghas,"Gulmi, Nepal",,28.0800,83.2500,Gulmi,Lumbini
2156,Police Station Arghakhanchi,Sandhikharka,"Arghakhanchi, Nepal",,27.9500,83.1200,Arghakhanchi,Lumbini
2157,Police Station Kapilvastu,Taulihawa,"Kapilvastu, Nepal",,27.5500,83.0500,Kapilvastu,Lumbini
2158,Police Station Rupandehi,Butwal,"Rupandehi, Nepal",,27.7000,83.4500,Rupandehi,Lumbini
2159,Police Station Banke,Nepalgunj,"Banke, Nepal",,28.0500,81.6200,Banke,Lumbini
2160,Police Station Dang,Ghorahi,"Dang, Nepal",,28.0300,82.4800,Dang,Lumbini
2161,Police Station Bardiya,Gulariya,"Bardiya, Nepal",,28.2300,81.3400,Bardiya,Lumbini
2162,Police Station Kailali,Dhangadhi,"Kailali, Nepal",,28.7000,80.5900,Kailali,Sudurpashchim
2163,Police Station Kanchanpur,Bhimdatta,"Kanchanpur, Nepal",,28.9600,80.1800,Kanchanpur,Sudurpashchim
2164,Police Station Dadeldhura,Dadeldhura,"Dadeldhura, Nepal",,29.3000,80.5800,Dadeldhura,Sudurpashchim
2165,Police Station Baitadi,Dasharathchand,"Baitadi, Nepal",,29.5200,80.4300,Baitadi,Sudurpashchim
2166,Police Station Darchula,Khalanga,"Darchula, Nepal",,29.8500,80.5500,Darchula,Sudurpashchim
2167,Police Station Bajhang,Chainpur,"Bajhang, Nepal",,29.5500,81.1800,Bajhang,Sudurpashchim
2168,Police Station Bajura,Martadi,"Bajura, Nepal",,29.4200,81.4200,Bajura,Sudurpashchim
2169,Police Station Achham,Mangalsen,"Achham, Nepal",,29.1300,81.2500,Achham,Sudurpashchim
2170,Police Station Surkhet,Birendranagar,"Surkhet, Nepal",,28.6000,81.6300,Surkhet,Karnali
2171,Police Station Dailekh,Dailekh,"Dailekh, Nepal",,28.8500,81.7100,Dailekh,Karnali
2172,Police Station Jajarkot,Khalanga,"Jajarkot, Nepal",,28.7000,82.1800,Jajarkot,Karnali
2173,Police Station Jumla,Chandannath,"Jumla, Nepal",,29.2700,82.1800,Jumla,Karnali
2174,Police Station Kalikot,Manma,"Kalikot, Nepal",,29.1500,81.6200,Kalikot,Karnali
2175,Police Station Mugu,Gamgadhi,"Mugu, Nepal",,29.5300,82.0900,Mugu,Karnali
2176,Police Station Dolpa,Dunai,"Dolpa, Nepal",,29.0000,82.8200,Dolpa,Karnali
2177,Police Station Jhapa,Bhadrapur,"Jhapa, Nepal",,26.5400,88.0900,Jhapa,Koshi
2178,Police Station Morang,Biratnagar,"Morang, Nepal",,26.4500,87.2700,Morang,Koshi
2179,Police Station Sunsari,Inaruwa,"Sunsari, Nepal",,26.6100,87.1400,Sunsari,Koshi
2180,Police Station Ilam,Ilam,"Ilam, Nepal",,26.9100,87.9300,Ilam,Koshi
2181,Police Station Bhojpur,Bhojpur,"Bhojpur, Nepal",,27.1700,87.0500,Bhojpur,Koshi
2182,Police Station Khotang,Diktel,"Khotang, Nepal",,27.2100,86.7900,Khotang,Koshi
2183,Police Station Solukhumbu,Salleri,"Solukhumbu, Nepal",,27.7900,86.7200,Solukhumbu,Koshi
2184,Police Station Taplejung,Phungling,"Taplejung, Nepal",,27.3500,87.6700,Taplejung,Koshi
2185,Police Station Udayapur,Gaighat,"Udayapur, Nepal",,26.8000,86.7000,Udayapur,Koshi
2186,Police Station Saptari,Rajbiraj,"Saptari, Nepal",,26.5400,86.7500,Saptari,Madhesh
2187,Police Station Siraha,Lahan,"Siraha, Nepal",,26.7200,86.4800,Siraha,Madhesh
2188,Police Station Dhanusha,Janakpur,"Dhanusha, Nepal",,26.7300,85.9200,Dhanusha,Madhesh
2189,Police Station Mahottari,Jaleshwar,"Mahottari, Nepal",,26.6500,85.8000,Mahottari,Madhesh
2190,Police Station Sarlahi,Malangwa,"Sarlahi, Nepal",,26.8600,85.5600,Sarlahi,Madhesh
2191,Police Station Rautahat,Gaur,"Rautahat, Nepal",,26.7700,85.2700,Rautahat,Madhesh
2192,Police Station Bara,Kalaiya,"Bara, Nepal",,26.9900,84.8700,Bara,Madhesh
2193,Police Station Parsa,Birgunj,"Parsa, Nepal",,27.0100,84.8800,Parsa,Madhesh
2194,Police Station Hetauda,Hetauda,"Makwanpur, Nepal",,27.4300,85.0300,Makwanpur,Bagmati
2195,Police Station Bharatpur,Bharatpur,"Chitwan, Nepal",,27.6800,84.4300,Chitwan,Bagmati
2196,Police Station Pokhara,Pokhara,"Kaski, Nepal",,28.2257,83.9893,Kaski,Gandaki
2197,Police Station Biratnagar,Biratnagar,"Morang, Nepal",,26.4500,87.2700,Morang,Koshi
2198,Police Station Janakpur,Janakpur,"Dhanusha, Nepal",,26.7300,85.9200,Dhanusha,Madhesh
2199,Police Station Kathmandu,Kathmandu,"Kathmandu, Nepal",,27.7172,85.3240,Kathmandu,Bagmati
2200,Police Station Nepalgunj,Nepalgunj,"Banke, Nepal",,28.0500,81.6200,Banke,Lumbini
2201,Police Station Kathmandu,Babarmahal,"Kathmandu, Nepal",,27.7000,85.3200,Kathmandu,Bagmati
2202,Police Station Kathmandu,Tripureshwor,"Kathmandu, Nepal",,27.7000,85.3100,Kathmandu,Bagmati
2203,Police Station Kathmandu,Thamel,"Kathmandu, Nepal",,27.7150,85.3100,Kathmandu,Bagmati
2204,Police Station Kathmandu,Bhagwan Bahal,"Kathmandu, Nepal",,27.7120,85.3100,Kathmandu,Bagmati
2205,Police Station Kathmandu,Sohrakhutte,"Kathmandu, Nepal",,27.7200,85.3050,Kathmandu,Bagmati
2206,Police Station Kathmandu,Samakhusi,"Kathmandu, Nepal",,27.7350,85.3100,Kathmandu,Bagmati
2207,Police Station Kathmandu,Balaju,"Kathmandu, Nepal",,27.7350,85.3000,Kathmandu,Bagmati
2208,Police Station Kathmandu,Kirtipur,"Kathmandu, Nepal",,27.6780,85.2770,Kathmandu,Bagmati
2209,Police Station Kathmandu,Thankot,"Kathmandu, Nepal",,27.7000,85.2400,Kathmandu,Bagmati
2210,Police Station Kathmandu,Satungal,"Kathmandu, Nepal",,27.6800,85.2600,Kathmandu,Bagmati
2211,Police Station Lalitpur,Bhaisepati,"Lalitpur, Nepal",,27.6500,85.3000,Lalitpur,Bagmati
2212,Police Station Lalitpur,Thaiba,"Lalitpur, Nepal",,27.6200,85.3500,Lalitpur,Bagmati
2213,Police Station Lalitpur,Harisiddhi,"Lalitpur, Nepal",,27.6300,85.3600,Lalitpur,Bagmati
2214,Police Station Lalitpur,Godawari,"Lalitpur, Nepal",,27.5900,85.3800,Lalitpur,Bagmati
2215,Police Station Lalitpur,Chapagaun,"Lalitpur, Nepal",,27.6000,85.3200,Lalitpur,Bagmati
2216,Police Station Bhaktapur,Suryabinayak,"Bhaktapur, Nepal",,27.6650,85.4300,Bhaktapur,Bagmati
2217,Police Station Bhaktapur,Jagati,"Bhaktapur, Nepal",,27.6500,85.4450,Bhaktapur,Bagmati
2218,Police Station Bhaktapur,Changunarayan,"Bhaktapur, Nepal",,27.7200,85.4400,Bhaktapur,Bagmati
2219,Police Station Bhaktapur,Nagarkot,"Bhaktapur, Nepal",,27.7150,85.5200,Bhaktapur,Bagmati
2220,Police Station Kavre,Panchkhal,"Kavrepalanchok, Nepal",,27.6500,85.6200,Kavrepalanchok,Bagmati
2221,Police Station Kavre,Dapcha,"Kavrepalanchok, Nepal",,27.5500,85.5500,Kavrepalanchok,Bagmati
2222,Police Station Kavre,Temal,"Kavrepalanchok, Nepal",,27.5600,85.6500,Kavrepalanchok,Bagmati
2223,Police Station Sindhupalchok,Barhabise,"Sindhupalchok, Nepal",,27.7900,85.8500,Sindhupalchok,Bagmati
2224,Police Station Sindhupalchok,Tatopani,"Sindhupalchok, Nepal",,27.9700,85.9600,Sindhupalchok,Bagmati
2225,Police Station Nuwakot,Kakani,"Nuwakot, Nepal",,27.8000,85.2600,Nuwakot,Bagmati
2226,Police Station Nuwakot,Deurali,"Nuwakot, Nepal",,27.9000,85.1800,Nuwakot,Bagmati
2227,Police Station Rasuwa,Syabrubesi,"Rasuwa, Nepal",,28.1800,85.3800,Rasuwa,Bagmati
2228,Police Station Dhading,Naubise,"Dhading, Nepal",,27.7500,85.0000,Dhading,Bagmati
2229,Police Station Dhading,Galchi,"Dhading, Nepal",,27.7800,85.1000,Dhading,Bagmati
2230,Police Station Makwanpur,Bhimphedi,"Makwanpur, Nepal",,27.5500,85.1500,Makwanpur,Bagmati
2231,Police Station Makwanpur,Palung,"Makwanpur, Nepal",,27.5600,85.1500,Makwanpur,Bagmati
2232,Police Station Chitwan,Muglin,"Chitwan, Nepal",,27.8200,84.5500,Chitwan,Bagmati
2233,Police Station Chitwan,Khairahani,"Chitwan, Nepal",,27.5700,84.6200,Chitwan,Bagmati
2234,Police Station Kaski,Sarangkot,"Kaski, Nepal",,28.2500,83.9500,Kaski,Gandaki
2235,Police Station Kaski,Bindabasini,"Pokhara, Nepal",,28.2300,83.9800,Kaski,Gandaki
2236,Police Station Kaski,Prithvi Chowk,"Pokhara, Nepal",,28.2100,83.9900,Kaski,Gandaki
2237,Police Station Kaski,Amarsingh Chowk,"Pokhara, Nepal",,28.2300,84.0000,Kaski,Gandaki
2238,Police Station Kaski,Baglung Highway,"Pokhara, Nepal",,28.2400,83.9700,Kaski,Gandaki
2239,Police Station Tanahun,Bandipur,"Tanahun, Nepal",,27.9300,84.4200,Tanahun,Gandaki
2240,Police Station Tanahun,Khurkot,"Tanahun, Nepal",,27.9500,84.2500,Tanahun,Gandaki
2241,Police Station Gorkha,Palungtar,"Gorkha, Nepal",,28.0000,84.5000,Gorkha,Gandaki
2242,Police Station Lamjung,Sundarbazar,"Lamjung, Nepal",,28.1300,84.0300,Lamjung,Gandaki
2243,Police Station Myagdi,Darbang,"Myagdi, Nepal",,28.4000,83.5500,Myagdi,Gandaki
2244,Police Station Mustang,Muktinath,"Mustang, Nepal",,28.8200,83.8700,Mustang,Gandaki
2245,Police Station Manang,Ngawal,"Manang, Nepal",,28.6500,84.0200,Manang,Gandaki
2246,Police Station Baglung,Burtibang,"Baglung, Nepal",,28.3300,83.1300,Baglung,Gandaki
2247,Police Station Parbat,Phalebas,"Parbat, Nepal",,28.2200,83.6500,Parbat,Gandaki
2248,Police Station Syangja,Chapakot,"Syangja, Nepal",,27.9500,83.8000,Syangja,Gandaki
2249,Police Station Nawalpur,Gaindakot,"Nawalpur, Nepal",,27.7000,84.4200,Nawalpur,Gandaki
2250,Police Station Palpa,Rampur,"Palpa, Nepal",,27.9200,83.9100,Palpa,Lumbini
2251,Police Station Gulmi,Resunga,"Gulmi, Nepal",,28.0700,83.2500,Gulmi,Lumbini
2252,Police Station Arghakhanchi,Chhatradev,"Arghakhanchi, Nepal",,28.0000,83.1000,Arghakhanchi,Lumbini
2253,Police Station Kapilvastu,Krishnanagar,"Kapilvastu, Nepal",,27.4300,82.9500,Kapilvastu,Lumbini
2254,Police Station Rupandehi,Siddharthanagar,"Rupandehi, Nepal",,27.5000,83.4500,Rupandehi,Lumbini
2255,Police Station Rupandehi,Lumbini,"Rupandehi, Nepal",,27.4700,83.2800,Rupandehi,Lumbini
2256,Police Station Banke,Kohalpur,"Banke, Nepal",,28.2100,81.6800,Banke,Lumbini
2257,Police Station Dang,Lamahi,"Dang, Nepal",,27.8500,82.5500,Dang,Lumbini
2258,Police Station Bardiya,Bansgadhi,"Bardiya, Nepal",,28.2000,81.4800,Bardiya,Lumbini
2259,Police Station Kailali,Tikapur,"Kailali, Nepal",,28.5200,81.1200,Kailali,Sudurpashchim
2260,Police Station Kailali,Attariya,"Kailali, Nepal",,28.9800,80.6200,Kailali,Sudurpashchim
2261,Police Station Kanchanpur,Belauri,"Kanchanpur, Nepal",,28.9000,80.7500,Kanchanpur,Sudurpashchim
2262,Police Station Dadeldhura,Amargadhi,"Dadeldhura, Nepal",,29.3000,80.5800,Dadeldhura,Sudurpashchim
2263,Police Station Baitadi,Patan,"Baitadi, Nepal",,29.4500,80.6000,Baitadi,Sudurpashchim
2264,Police Station Darchula,Gokuleshwar,"Darchula, Nepal",,29.7500,80.6000,Darchula,Sudurpashchim
2265,Police Station Bajhang,Bungal,"Bajhang, Nepal",,29.6500,81.3000,Bajhang,Sudurpashchim
2266,Police Station Bajura,Kolti,"Bajura, Nepal",,29.5000,81.5500,Bajura,Sudurpashchim
2267,Police Station Achham,Sanphebagar,"Achham, Nepal",,29.1000,81.3000,Achham,Sudurpashchim
2268,Police Station Surkhet,Bheriganga,"Surkhet, Nepal",,28.5000,81.7000,Surkhet,Karnali
2269,Police Station Dailekh,Narayan,"Dailekh, Nepal",,28.8500,81.7100,Dailekh,Karnali
2270,Police Station Jajarkot,Nalgaad,"Jajarkot, Nepal",,28.7000,82.3000,Jajarkot,Karnali
2271,Police Station Jumla,Sinja,"Jumla, Nepal",,29.3000,82.2000,Jumla,Karnali
2272,Police Station Kalikot,Raskot,"Kalikot, Nepal",,29.1000,81.6000,Kalikot,Karnali
2273,Police Station Mugu,Soru,"Mugu, Nepal",,29.6000,82.1000,Mugu,Karnali
2274,Police Station Dolpa,Juphal,"Dolpa, Nepal",,29.0200,82.8200,Dolpa,Karnali
2275,Police Station Jhapa,Birtamode,"Jhapa, Nepal",,26.6400,88.0000,Jhapa,Koshi
2276,Police Station Morang,Urlabari,"Morang, Nepal",,26.5000,87.6300,Morang,Koshi
2277,Police Station Sunsari,Itahari,"Sunsari, Nepal",,26.6600,87.2700,Sunsari,Koshi
2278,Police Station Ilam,Fikkal,"Ilam, Nepal",,26.8900,88.0800,Ilam,Koshi
2279,Police Station Panchthar,Phidim,"Panchthar, Nepal",,27.1500,87.7500,Panchthar,Koshi
2280,Police Station Taplejung,Taplejung,"Taplejung, Nepal",,27.3500,87.6700,Taplejung,Koshi
2281,Police Station Khotang,Halesi,"Khotang, Nepal",,27.3700,86.7000,Khotang,Koshi
2282,Police Station Solukhumbu,Lukla,"Solukhumbu, Nepal",,27.6900,86.7300,Solukhumbu,Koshi
2283,Police Station Udayapur,Katari,"Udayapur, Nepal",,26.0300,86.1700,Udayapur,Koshi
2284,Police Station Saptari,Kalyanpur,"Saptari, Nepal",,26.5500,86.6000,Saptari,Madhesh
2285,Police Station Siraha,Mirchaiya,"Siraha, Nepal",,26.7800,86.2500,Siraha,Madhesh
2286,Police Station Dhanusha,Dhalkebar,"Dhanusha, Nepal",,26.9000,85.9500,Dhanusha,Madhesh
2287,Police Station Mahottari,Bardibas,"Mahottari, Nepal",,26.9900,85.9000,Mahottari,Madhesh
2288,Police Station Sarlahi,Lalbandi,"Sarlahi, Nepal",,27.0300,85.5500,Sarlahi,Madhesh
2289,Police Station Rautahat,Chandrapur,"Rautahat, Nepal",,27.0000,85.4200,Rautahat,Madhesh
2290,Police Station Bara,Simara,"Bara, Nepal",,27.1600,84.9800,Bara,Madhesh
2291,Police Station Parsa,Parwanipur,"Parsa, Nepal",,27.0500,84.9000,Parsa,Madhesh
2292,Police Station Kathmandu,Airport,"Kathmandu, Nepal",,27.7000,85.3600,Kathmandu,Bagmati
2293,Police Station Kathmandu,Gausala,"Kathmandu, Nepal",,27.7100,85.3500,Kathmandu,Bagmati
2294,Police Station Kathmandu,Baneshwor,"Kathmandu, Nepal",,27.6900,85.3420,Kathmandu,Bagmati
2295,Police Station Kathmandu,Koteshwor,"Kathmandu, Nepal",,27.6780,85.3480,Kathmandu,Bagmati
2296,Police Station Pokhara,Lakeside,"Kaski, Nepal",,28.2100,83.9600,Kaski,Gandaki
2297,Police Station Biratnagar,Rangeli,"Morang, Nepal",,26.4500,87.3000,Morang,Koshi
2298,Police Station Janakpur,Janakpur,"Dhanusha, Nepal",,26.7300,85.9200,Dhanusha,Madhesh
2299,Police Station Bharatpur,Narayangadh,"Chitwan, Nepal",,27.6800,84.4300,Chitwan,Bagmati
2300,Police Station Nepalgunj,Nepalgunj,"Banke, Nepal",,28.0500,81.6200,Banke,Lumbini
2301,Police Station Kathmandu,Budhanilkantha,"Kathmandu, Nepal",,27.7800,85.3600,Kathmandu,Bagmati
2302,Police Station Kathmandu,Tokha,"Kathmandu, Nepal",,27.7600,85.3400,Kathmandu,Bagmati
2303,Police Station Kathmandu,Kapan,"Kathmandu, Nepal",,27.7500,85.3600,Kathmandu,Bagmati
2304,Police Station Kathmandu,Chunikhel,"Kathmandu, Nepal",,27.7400,85.3700,Kathmandu,Bagmati
2305,Police Station Kathmandu,Gokarneshwar,"Kathmandu, Nepal",,27.7300,85.3900,Kathmandu,Bagmati
2306,Police Station Kathmandu,Sundarijal,"Kathmandu, Nepal",,27.7800,85.4200,Kathmandu,Bagmati
2307,Police Station Kathmandu,Sankhu,"Kathmandu, Nepal",,27.7300,85.4600,Kathmandu,Bagmati
2308,Police Station Kathmandu,Nagarkot Road,"Kathmandu, Nepal",,27.7400,85.4500,Kathmandu,Bagmati
2309,Police Station Kathmandu,Chandragiri,"Kathmandu, Nepal",,27.6800,85.2300,Kathmandu,Bagmati
2310,Police Station Kathmandu,Dakshinkali,"Kathmandu, Nepal",,27.6200,85.2500,Kathmandu,Bagmati
2311,Police Station Lalitpur,Imadol,"Lalitpur, Nepal",,27.6500,85.3700,Lalitpur,Bagmati
2312,Police Station Lalitpur,Tikathali,"Lalitpur, Nepal",,27.6500,85.3800,Lalitpur,Bagmati
2313,Police Station Lalitpur,Gwarko,"Lalitpur, Nepal",,27.6650,85.3300,Lalitpur,Bagmati
2314,Police Station Lalitpur,Koteshwor Border,"Lalitpur, Nepal",,27.6750,85.3450,Lalitpur,Bagmati
2315,Police Station Lalitpur,Sunakothi,"Lalitpur, Nepal",,27.6200,85.3000,Lalitpur,Bagmati
2316,Police Station Lalitpur,Thecho,"Lalitpur, Nepal",,27.6300,85.3400,Lalitpur,Bagmati
2317,Police Station Bhaktapur,Dadhikot,"Bhaktapur, Nepal",,27.6500,85.4500,Bhaktapur,Bagmati
2318,Police Station Bhaktapur,Sipadol,"Bhaktapur, Nepal",,27.6500,85.4700,Bhaktapur,Bagmati
2319,Police Station Bhaktapur,Changu Narayan,"Bhaktapur, Nepal",,27.7200,85.4400,Bhaktapur,Bagmati
2320,Police Station Bhaktapur,Kamalbinayak,"Bhaktapur, Nepal",,27.6800,85.4400,Bhaktapur,Bagmati
2321,Police Station Kavre,Khawa,"Kavrepalanchok, Nepal",,27.6200,85.5600,Kavrepalanchok,Bagmati
2322,Police Station Kavre,Nala,"Kavrepalanchok, Nepal",,27.6500,85.5000,Kavrepalanchok,Bagmati
2323,Police Station Kavre,Sanga,"Kavrepalanchok, Nepal",,27.6500,85.4700,Kavrepalanchok,Bagmati
2324,Police Station Kavre,Dapcha,"Kavrepalanchok, Nepal",,27.5500,85.5500,Kavrepalanchok,Bagmati
2325,Police Station Nuwakot,Kakani,"Nuwakot, Nepal",,27.8000,85.2600,Nuwakot,Bagmati
2326,Police Station Nuwakot,Ranipauwa,"Nuwakot, Nepal",,27.9500,85.1000,Nuwakot,Bagmati
2327,Police Station Rasuwa,Dhunche,"Rasuwa, Nepal",,28.1100,85.3000,Rasuwa,Bagmati
2328,Police Station Rasuwa,Rasuwagadhi,"Rasuwa, Nepal",,28.3000,85.3500,Rasuwa,Bagmati
2329,Police Station Dhading,Gajuri,"Dhading, Nepal",,27.7800,84.8700,Dhading,Bagmati
2330,Police Station Dhading,Benighat,"Dhading, Nepal",,27.8200,84.8000,Dhading,Bagmati
2331,Police Station Sindhupalchok,Melamchi,"Sindhupalchok, Nepal",,27.8200,85.5800,Sindhupalchok,Bagmati
2332,Police Station Sindhupalchok,Helambu,"Sindhupalchok, Nepal",,28.0000,85.5200,Sindhupalchok,Bagmati
2333,Police Station Dolakha,Jiri,"Dolakha, Nepal",,27.6300,86.2300,Dolakha,Bagmati
2334,Police Station Dolakha,Singati,"Dolakha, Nepal",,27.7800,86.0500,Dolakha,Bagmati
2335,Police Station Ramechhap,Ramechhap Bazaar,"Ramechhap, Nepal",,27.3300,86.0900,Ramechhap,Bagmati
2336,Police Station Sindhuli,Khaniyabas,"Sindhuli, Nepal",,27.2500,85.9700,Sindhuli,Bagmati
2337,Police Station Makwanpur,Chitlang,"Makwanpur, Nepal",,27.6500,85.1500,Makwanpur,Bagmati
2338,Police Station Makwanpur,Kulekhani,"Makwanpur, Nepal",,27.5800,85.1500,Makwanpur,Bagmati
2339,Police Station Chitwan,Sauraha,"Chitwan, Nepal",,27.5800,84.4900,Chitwan,Bagmati
2340,Police Station Chitwan,Madi,"Chitwan, Nepal",,27.4000,84.2500,Chitwan,Bagmati
2341,Police Station Kaski,Begnas,"Pokhara, Nepal",,28.1800,84.0800,Kaski,Gandaki
2342,Police Station Kaski,Pame,"Pokhara, Nepal",,28.2300,83.9200,Kaski,Gandaki
2343,Police Station Kaski,Bagar,"Pokhara, Nepal",,28.2400,83.9700,Kaski,Gandaki
