Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Malangwa Hospital,Sarlahi,+977-046-520123,26.8600,85.5600,Sarlahi,Malangwa,Madhesh
Gaur Hospital,Rautahat,+977-055-520123,26.7700,85.2700,Rautahat,Gaur,Madhesh
Kalaiya Hospital,Bara,+977-053-520123,26.9900,84.8700,Bara,Kalaiya,Madhesh
Hetauda Hospital,Makwanpur,+977-057-520155,27.4300,85.0300,Makwanpur,Hetauda,Bagmati
Bharatpur Hospital,Chitwan,+977-056-527959,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
B.P. Koirala Memorial Cancer Hospital,Bharatpur Chitwan,+977-056-523911,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
Chitwan Medical College Teaching Hospital,Bharatpur,+977-056-493403,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
College of Medical Sciences Teaching Hospital,Bharatpur,+977-056-534111,27.6700,84.4400,Chitwan,Bharatpur,Bagmati
Narayani Community Hospital,Bharatpur,+977-056-533333,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
Gorkha District Hospital,Gorkha,+977-064-420123,28.0000,84.6330,Gorkha,Gorkha,Gandaki
Damauli Hospital,Tanahun,+977-065-560102,27.9730,84.2400,Tanahun,Damauli,Gandaki
Lamjung District Hospital,Besisahar,+977-066-520123,28.2300,84.0100,Lamjung,Besisahar,Gandaki
Manang District Hospital,Chame,+977-066-440123,28.5500,84.2300,Manang,Chame,Gandaki
Mustang District Hospital,Jomsom,+977-069-440123,28.7800,83.7200,Mustang,Jomsom,Gandaki
Myagdi District Hospital,Beni,+977-069-520102,28.3500,83.5700,Myagdi,Beni,Gandaki
Baglung District Hospital,Baglung,+977-068-520102,28.2700,83.5900,Baglung,Baglung,Gandaki
Parbat District Hospital,Kushma,+977-067-420102,28.2200,83.6800,Parbat,Kushma,Gandaki
Syangja District Hospital,Syangja,+977-063-420102,28.0000,83.8700,Syangja,Syangja,Gandaki
Gandaki Medical College Teaching Hospital,Pokhara,+977-061-430822,28.2100,84.0000,Kaski,Pokhara,Gandaki
Manipal Teaching Hospital,Pokhara,+977-061-526416,28.2500,83.9900,Kaski,Pokhara,Gandaki
Pokhara Academy of Health Sciences,Pokhara,+977-061-520067,28.2100,83.9800,Kaski,Pokhara,Gandaki
Fishtail Hospital,Pokhara,+977-061-461816,28.2100,83.9700,Kaski,Pokhara,Gandaki
Charak Memorial Hospital,Pokhara,+977-061-537055,28.2200,83.9800,Kaski,Pokhara,Gandaki
Metrocity Hospital,Pokhara,+977-061-538595,28.2200,83.9900,Kaski,Pokhara,Gandaki
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Western Regional Hospital,Pokhara Kaski,+977-061-520067,28.2100,83.9800,Kaski,Pokhara,Gandaki
Gorkha District Hospital,Gorkha,+977-064-420123,28.0000,84.6330,Gorkha,Gorkha,Gandaki
Damauli Hospital,Tanahun,+977-065-560102,27.9730,84.2400,Tanahun,Damauli,Gandaki
Lamjung District Hospital,Besisahar,+977-066-520123,28.2300,84.0100,Lamjung,Besisahar,Gandaki
Manang District Hospital,Chame,+977-066-440123,28.5500,84.2300,Manang,Chame,Gandaki
Mustang District Hospital,Jomsom,+977-069-440123,28.7800,83.7200,Mustang,Jomsom,Gandaki
Myagdi District Hospital,Beni,+977-069-520102,28.3500,83.5700,Myagdi,Beni,Gandaki
Baglung District Hospital,Baglung,+977-068-520102,28.2700,83.5900,Baglung,Baglung,Gandaki
Parbat District Hospital,Kushma,+977-067-420102,28.2200,83.6800,Parbat,Kushma,Gandaki
Syangja District Hospital,Syangja,+977-063-420102,28.0000,83.8700,Syangja,Syangja,Gandaki
Nawalpur District Hospital,Kawasoti,+977-078-540123,27.6500,84.1000,Nawalpur,Kawasoti,Gandaki
Beni Hospital,Myagdi,+977-069-520102,28.3500,83.5700,Myagdi,Beni,Gandaki
Baglung Community Hospital,Baglung,+977-068-520456,28.2700,83.5900,Baglung,Baglung,Gandaki
Parbat Community Hospital,Kushma,+977-067-420456,28.2200,83.6800,Parbat,Kushma,Gandaki
Syangja Community Hospital,Syangja,+977-063-420456,28.0000,83.8700,Syangja,Syangja,Gandaki
Lumbini Provincial Hospital,Butwal,+977-071-540200,27.7000,83.4500,Rupandehi,Butwal,Lumbini
Universal College of Medical Sciences,Bhairahawa,+977-071-506016,27.5000,83.4500,Rupandehi,Bhairahawa,Lumbini
Crimson Hospital,Manigram,+977-071-520111,27.6500,83.4700,Rupandehi,Manigram,Lumbini
Devdaha Medical College Hospital,Devdaha,+977-071-577777,27.6500,83.5600,Rupandehi,Devdaha,Lumbini
Tansen Mission Hospital,Tansen,+977-075-520123,27.8700,83.5500,Palpa,Tansen,Lumbini
Palpa District Hospital,Tansen,+977-075-520102,27.8700,83.5500,Palpa,Tansen,Lumbini
Kapilvastu District Hospital,Taulihawa,+977-076-560123,27.5500,83.0500,Kapilvastu,Taulihawa,Lumbini
Gulmi District Hospital,Tamghas,+977-079-520123,28.0800,83.2500,Gulmi,Tamghas,Lumbini
Arghakhanchi District Hospital,Sandhikharka,+977-077-420123,27.9500,83.1200,Arghakhanchi,Sandhikharka,Lumbini
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Seti Provincial Hospital,Dhangadhi Kailali,+977-091-520123,28.7000,80.5900,Kailali,Dhangadhi,Sudurpashchim
Mahakali Provincial Hospital,Mahendranagar Kanchanpur,+977-099-521123,28.9600,80.1800,Kanchanpur,Mahendranagar,Sudurpashchim
Dadeldhura Hospital,Dadeldhura,+977-096-420123,29.3000,80.5800,Dadeldhura,Dadeldhura,Sudurpashchim
Baitadi District Hospital,Baitadi,+977-095-520123,29.5200,80.4300,Baitadi,Baitadi,Sudurpashchim
Darchula District Hospital,Darchula,+977-093-520123,29.8500,80.5500,Darchula,Darchula,Sudurpashchim
Bajhang District Hospital,Chainpur,+977-092-420123,29.5500,81.1800,Bajhang,Chainpur,Sudurpashchim
Bajura District Hospital,Martadi,+977-097-420123,29.4200,81.4200,Bajura,Martadi,Sudurpashchim
Achham District Hospital,Mangalsen,+977-097-620123,29.1300,81.2500,Achham,Mangalsen,Sudurpashchim
Surkhet Provincial Hospital,Birendranagar,+977-083-520123,28.6000,81.6300,Surkhet,Birendranagar,Karnali
Karnali Academy of Health Sciences,Jumla,+977-087-520123,29.2700,82.1800,Jumla,Jumla,Karnali
Jumla District Hospital,Jumla,+977-087-520456,29.2700,82.1800,Jumla,Jumla,Karnali
Dolpa District Hospital,Dunai,+977-087-590123,29.0000,82.8200,Dolpa,Dunai,Karnali
Mugu District Hospital,Gamgadhi,+977-087-690123,29.5300,82.0900,Mugu,Gamgadhi,Karnali
Kalikot District Hospital,Manma,+977-087-440123,29.1500,81.6200,Kalikot,Manma,Karnali
Jajarkot District Hospital,Khalanga,+977-089-430123,28.7000,82.1800,Jajarkot,Khalanga,Karnali
Dailekh District Hospital,Dailekh,+977-089-420123,28.8500,81.7100,Dailekh,Dailekh,Karnali
Salyan District Hospital,Salyan,+977-088-520123,28.3800,82.1700,Salyan,Salyan,Karnali
Rukum West District Hospital,Musikot,+977-088-560123,28.6300,82.4800,Rukum West,Musikot,Karnali
Bheri Hospital,Nepalgunj,+977-081-520123,28.0500,81.6200,Banke,Nepalgunj,Lumbini
Nepalgunj Medical College Teaching Hospital,Kohalpur,+977-081-540000,28.2100,81.6800,Banke,Kohalpur,Lumbini
Bardiya District Hospital,Gulariya,+977-084-420123,28.2300,81.3400,Bardiya,Gulariya,Lumbini
Rapti Academy of Health Sciences,Ghorahi,+977-082-560123,28.0300,82.4800,Dang,Ghorahi,Lumbini
Rapti Provincial Hospital,Tulsipur,+977-082-560456,28.1300,82.3000,Dang,Tulsipur,Lumbini
Dang Valley Hospital,Ghorahi,+977-082-560123,28.0300,82.4800,Dang,Ghorahi,Lumbini
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Janaki Medical College Teaching Hospital,Ramdaiya Janakpur,+977-041-560000,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Janakpur Provincial Hospital,Janakpur,+977-041-520123,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Narayani Hospital,Birgunj,+977-051-521993,27.0100,84.8800,Parsa,Birgunj,Madhesh
National Medical College Teaching Hospital,Birgunj,+977-051-532260,27.0100,84.8800,Parsa,Birgunj,Madhesh
Gajendra Narayan Singh Hospital,Rajbiraj,+977-031-520123,26.5400,86.7500,Saptari,Rajbiraj,Madhesh
Siraha District Hospital,Siraha,+977-033-520123,26.6600,86.2000,Siraha,Siraha,Madhesh
Lahan Hospital,Lahan,+977-033-560123,26.7200,86.4800,Siraha,Lahan,Madhesh
Malangwa Hospital,Sarlahi,+977-046-520123,26.8600,85.5600,Sarlahi,Malangwa,Madhesh
Gaur Hospital,Rautahat,+977-055-520123,26.7700,85.2700,Rautahat,Gaur,Madhesh
Kalaiya Hospital,Bara,+977-053-520123,26.9900,84.8700,Bara,Kalaiya,Madhesh
Birat Medical College Teaching Hospital,Biratnagar,+977-021-470000,26.4500,87.2700,Morang,Biratnagar,Koshi
Nobel Medical College Teaching Hospital,Biratnagar,+977-021-466735,26.4500,87.2800,Morang,Biratnagar,Koshi
Koshi Hospital,Biratnagar,+977-021-530103,26.4500,87.2700,Morang,Biratnagar,Koshi
Golden Hospital,Biratnagar,+977-021-461234,26.4500,87.2700,Morang,Biratnagar,Koshi
B.P. Koirala Institute of Health Sciences,Dharan,+977-025-525555,26.8100,87.2800,Sunsari,Dharan,Koshi
Itahari Hospital,Itahari,+977-025-582000,26.6600,87.2700,Sunsari,Itahari,Koshi
Inaruwa Hospital,Inaruwa,+977-025-560123,26.6100,87.1400,Sunsari,Inaruwa,Koshi
Mechi Provincial Hospital,Bhadrapur,+977-023-520123,26.5500,88.0900,Jhapa,Bhadrapur,Koshi
B&C Medical College Teaching Hospital,Birtamode,+977-023-563333,26.6400,88.0000,Jhapa,Birtamode,Koshi
Mechi Eye Hospital,Birtamode,+977-023-562111,26.6400,88.0000,Jhapa,Birtamode,Koshi
Damak Hospital,Damak,+977-023-580123,26.6600,87.6900,Jhapa,Damak,Koshi
Ilam District Hospital,Ilam,+977-027-520123,26.9100,87.9300,Ilam,Ilam,Koshi
Taplejung District Hospital,Taplejung,+977-024-460123,27.3500,87.6700,Taplejung,Taplejung,Koshi
PanchHospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Khotang District Hospital,Diktel,+977-036-420123,27.2100,86.7900,Khotang,Diktel,Koshi
Solukhumbu District Hospital,Salleri,+977-038-520123,27.7900,86.7200,Solukhumbu,Salleri,Koshi
Udayapur District Hospital,Gaighat,+977-035-420123,26.8000,86.7000,Udayapur,Gaighat,Koshi
Okhaldhunga Community Hospital,Okhaldhunga,+977-037-520123,27.3200,86.5000,Okhaldhunga,Okhaldhunga,Koshi
Sankhuwasabha District Hospital,Khandbari,+977-029-560123,27.3800,87.2000,Sankhuwasabha,Khandbari,Koshi
Bhojpur District Hospital,Bhojpur,+977-029-420123,27.1700,87.0500,Bhojpur,Bhojpur,Koshi
Dhankuta District Hospital,Dhankuta,+977-026-520123,26.9800,87.3400,Dhankuta,Dhankuta,Koshi
Terhathum District Hospital,Myanglung,+977-026-460123,27.1300,87.5500,Terhathum,Myanglung,Koshi
Mechi Provincial Hospital,Bhadrapur,+977-023-520123,26.5500,88.0900,Jhapa,Bhadrapur,Koshi
B&C Medical College Teaching Hospital,Birtamode,+977-023-563333,26.6400,88.0000,Jhapa,Birtamode,Koshi
Birat Medical College Teaching Hospital,Biratnagar,+977-021-470000,26.4500,87.2700,Morang,Biratnagar,Koshi
Nobel Medical College Teaching Hospital,Biratnagar,+977-021-466735,26.4500,87.2800,Morang,Biratnagar,Koshi
Koshi Hospital,Biratnagar,+977-021-530103,26.4500,87.2700,Morang,Biratnagar,Koshi
B.P. Koirala Institute of Health Sciences,Dharan,+977-025-525555,26.8100,87.2800,Sunsari,Dharan,Koshi
Itahari Hospital,Itahari,+977-025-582000,26.6600,87.2700,Sunsari,Itahari,Koshi
Janakpur Provincial Hospital,Janakpur,+977-041-520123,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Janaki Medical College Teaching Hospital,Janakpur,+977-041-560000,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Narayani Hospital,Birgunj,+977-051-521993,27.0100,84.8800,Parsa,Birgunj,Madhesh
National Medical College Teaching Hospital,Birgunj,+977-051-532260,27.0100,84.8800,Parsa,Birgunj,Madhesh
Gajendra Narayan Singh Hospital,Rajbiraj,+977-031-520123,26.5400,86.7500,Saptari,Rajbiraj,Madhesh
Siraha District Hospital,Siraha,+977-033-520123,26.6600,86.2000,Siraha,Siraha,Madhesh
Lahan Hospital,Lahan,+977-033-560123,26.7200,86.4800,Siraha,Lahan,Madhesh
Malangwa Hospital,Sarlahi,+977-046-520123,26.8600,85.5600,Sarlahi,Malangwa,Madhesh
Gaur Hospital,Rautahat,+977-055-520123,26.7700,85.2700,Rautahat,Gaur,Madheshthar 
District Hospital,Phidim,+977-024-520123,27.1500,87.7500,Panchthar,Phidim,Koshi
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Khotang District Hospital,Diktel,+977-036-420123,27.2100,86.7900,Khotang,Diktel,Koshi
Solukhumbu District Hospital,Salleri,+977-038-520123,27.7900,86.7200,Solukhumbu,Salleri,Koshi
Udayapur District Hospital,Gaighat,+977-035-420123,26.8000,86.7000,Udayapur,Gaighat,Koshi
Okhaldhunga Community Hospital,Okhaldhunga,+977-037-520123,27.3200,86.5000,Okhaldhunga,Okhaldhunga,Koshi
Sankhuwasabha District Hospital,Khandbari,+977-029-560123,27.3800,87.2000,Sankhuwasabha,Khandbari,Koshi
Bhojpur District Hospital,Bhojpur,+977-029-420123,27.1700,87.0500,Bhojpur,Bhojpur,Koshi
Dhankuta District Hospital,Dhankuta,+977-026-520123,26.9800,87.3400,Dhankuta,Dhankuta,Koshi
Terhathum District Hospital,Myanglung,+977-026-460123,27.1300,87.5500,Terhathum,Myanglung,Koshi
Mechi Provincial Hospital,Bhadrapur,+977-023-520123,26.5500,88.0900,Jhapa,Bhadrapur,Koshi
B&C Medical College Teaching Hospital,Birtamode,+977-023-563333,26.6400,88.0000,Jhapa,Birtamode,Koshi
Birat Medical College Teaching Hospital,Biratnagar,+977-021-470000,26.4500,87.2700,Morang,Biratnagar,Koshi
Nobel Medical College Teaching Hospital,Biratnagar,+977-021-466735,26.4500,87.2800,Morang,Biratnagar,Koshi
Koshi Hospital,Biratnagar,+977-021-530103,26.4500,87.2700,Morang,Biratnagar,Koshi
B.P. Koirala Institute of Health Sciences,Dharan,+977-025-525555,26.8100,87.2800,Sunsari,Dharan,Koshi
Itahari Hospital,Itahari,+977-025-582000,26.6600,87.2700,Sunsari,Itahari,Koshi
Janakpur Provincial Hospital,Janakpur,+977-041-520123,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Janaki Medical College Teaching Hospital,Janakpur,+977-041-560000,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Narayani Hospital,Birgunj,+977-051-521993,27.0100,84.8800,Parsa,Birgunj,Madhesh
National Medical College Teaching Hospital,Birgunj,+977-051-532260,27.0100,84.8800,Parsa,Birgunj,Madhesh
Gajendra Narayan Singh Hospital,Rajbiraj,+977-031-520123,26.5400,86.7500,Saptari,Rajbiraj,Madhesh
Siraha District Hospital,Siraha,+977-033-520123,26.6600,86.2000,Siraha,Siraha,Madhesh
Lahan Hospital,Lahan,+977-033-560123,26.7200,86.4800,Siraha,Lahan,Madhesh
Malangwa Hospital,Sarlahi,+977-046-520123,26.8600,85.5600,Sarlahi,Malangwa,Madhesh
Gaur Hospital,Rautahat,+977-055-520123,26.7700,85.2700,Rautahat,Gaur,Madhesh
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Kalaiya Hospital,Bara,+977-053-520123,26.9900,84.8700,Bara,Kalaiya,Madhesh
Birgunj Health Care Hospital,Birgunj Parsa,+977-051-531111,27.0100,84.8800,Parsa,Birgunj,Madhesh
Vayodha Hospital,Birgunj Parsa,+977-051-590000,27.0100,84.8800,Parsa,Birgunj,Madhesh
Terai Hospital,Birgunj Parsa,+977-051-590555,27.0100,84.8800,Parsa,Birgunj,Madhesh
Janakpur City Hospital,Janakpur Dhanusha,+977-041-520456,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Sarlahi District Hospital,Malangwa,+977-046-520123,26.8600,85.5600,Sarlahi,Malangwa,Madhesh
Rautahat District Hospital,Gaur,+977-055-520123,26.7700,85.2700,Rautahat,Gaur,Madhesh
Bara District Hospital,Kalaiya,+977-053-520123,26.9900,84.8700,Bara,Kalaiya,Madhesh
Morang District Hospital,Rangeli,+977-021-550123,26.4700,87.3000,Morang,Rangeli,Koshi
Dharan Sub-Metropolitan Hospital,Dharan,+977-025-520123,26.8100,87.2800,Sunsari,Dharan,Koshi
Damak General Hospital,Damak,+977-023-580123,26.6600,87.6900,Jhapa,Damak,Koshi
Ilam District Hospital,Ilam,+977-027-520123,26.9100,87.9300,Ilam,Ilam,Koshi
Dhankuta District Hospital,Dhankuta,+977-026-520123,26.9800,87.3400,Dhankuta,Dhankuta,Koshi
Sankhuwasabha District Hospital,Khandbari,+977-029-560123,27.3800,87.2000,Sankhuwasabha,Khandbari,Koshi
Bhojpur District Hospital,Bhojpur,+977-029-420123,27.1700,87.0500,Bhojpur,Bhojpur,Koshi
Taplejung District Hospital,Taplejung,+977-024-460123,27.3500,87.6700,Taplejung,Taplejung,Koshi
Panchthar District Hospital,Phidim,+977-024-520123,27.1500,87.7500,Panchthar,Phidim,Koshi
Khotang District Hospital,Diktel,+977-036-420123,27.2100,86.7900,Khotang,Diktel,Koshi
Solukhumbu District Hospital,Salleri,+977-038-520123,27.7900,86.7200,Solukhumbu,Salleri,Koshi
Udayapur District Hospital,Gaighat,+977-035-420123,26.8000,86.7000,Udayapur,Gaighat,Koshi
Okhaldhunga District Hospital,Okhaldhunga,+977-037-520123,27.3200,86.5000,Okhaldhunga,Okhaldhunga,Koshi
Biratnagar Eye Hospital,Biratnagar,+977-021-530000,26.4500,87.2700,Morang,Biratnagar,Koshi
Neuro Cardio Multispeciality Hospital,Biratnagar,+977-021-533333,26.4500,87.2700,Morang,Biratnagar,Koshi
Golden Hospital,Biratnagar,+977-021-461234,26.4500,87.2700,Morang,Biratnagar,Koshi
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Nobel Medical College Teaching Hospital,Biratnagar Morang,+977-021-466735,26.4500,87.2800,Morang,Biratnagar,Koshi
Birat Medical College Teaching Hospital,Biratnagar Morang,+977-021-470000,26.4500,87.2700,Morang,Biratnagar,Koshi
Koshi Hospital,Biratnagar Morang,+977-021-530103,26.4500,87.2700,Morang,Biratnagar,Koshi
B.P. Koirala Institute of Health Sciences,Dharan Sunsari,+977-025-525555,26.8100,87.2800,Sunsari,Dharan,Koshi
Itahari Hospital,Itahari Sunsari,+977-025-582000,26.6600,87.2700,Sunsari,Itahari,Koshi
Inaruwa District Hospital,Inaruwa Sunsari,+977-025-560123,26.6100,87.1400,Sunsari,Inaruwa,Koshi
Mechi Provincial Hospital,Bhadrapur Jhapa,+977-023-520123,26.5500,88.0900,Jhapa,Bhadrapur,Koshi
B&C Medical College Teaching Hospital,Birtamode Jhapa,+977-023-563333,26.6400,88.0000,Jhapa,Birtamode,Koshi
Mechi Eye Hospital,Birtamode Jhapa,+977-023-562111,26.6400,88.0000,Jhapa,Birtamode,Koshi
Damak Hospital,Damak Jhapa,+977-023-580123,26.6600,87.6900,Jhapa,Damak,Koshi
Ilam District Hospital,Ilam,+977-027-520123,26.9100,87.9300,Ilam,Ilam,Koshi
Taplejung District Hospital,Taplejung,+977-024-460123,27.3500,87.6700,Taplejung,Taplejung,Koshi
Panchthar District Hospital,Phidim,+977-024-520123,27.1500,87.7500,Panchthar,Phidim,Koshi
Khotang District Hospital,Diktel,+977-036-420123,27.2100,86.7900,Khotang,Diktel,Koshi
Solukhumbu District Hospital,Salleri,+977-038-520123,27.7900,86.7200,Solukhumbu,Salleri,Koshi
Udayapur District Hospital,Gaighat,+977-035-420123,26.8000,86.7000,Udayapur,Gaighat,Koshi
Sankhuwasabha District Hospital,Khandbari,+977-029-560123,27.3800,87.2000,Sankhuwasabha,Khandbari,Koshi
Bhojpur District Hospital,Bhojpur,+977-029-420123,27.1700,87.0500,Bhojpur,Bhojpur,Koshi
Dhankuta District Hospital,Dhankuta,+977-026-520123,26.9800,87.3400,Dhankuta,Dhankuta,Koshi
Terhathum District Hospital,Myanglung,+977-026-460123,27.1300,87.5500,Terhathum,Myanglung,Koshi
Birgunj Health Care Hospital,Birgunj Parsa,+977-051-531111,27.0100,84.8800,Parsa,Birgunj,Madhesh
Narayani Hospital,Birgunj Parsa,+977-051-521993,27.0100,84.8800,Parsa,Birgunj,Madhesh
National Medical College Teaching Hospital,Birgunj Parsa,+977-051-532260,27.0100,84.8800,Parsa,Birgunj,Madhesh
Janakpur Provincial Hospital,Janakpur,+977-041-520123,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Janaki Medical College Teaching Hospital,Janakpur,+977-041-560000,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Gajendra Narayan Singh Hospital,Rajbiraj Saptari,+977-031-520123,26.5400,86.7500,Saptari,Rajbiraj,Madhesh
Siraha District Hospital,Siraha,+977-033-520123,26.6600,86.2000,Siraha,Siraha,Madhesh
Lahan Hospital,Lahan Siraha,+977-033-560123,26.7200,86.4800,Siraha,Lahan,Madhesh
Malangwa Hospital,Malangwa Sarlahi,+977-046-520123,26.8600,85.5600,Sarlahi,Malangwa,Madhesh
Gaur Hospital,Gaur Rautahat,+977-055-520123,26.7700,85.2700,Rautahat,Gaur,Madhesh
Kalaiya Hospital,Kalaiya Bara,+977-053-520123,26.9900,84.8700,Bara,Kalaiya,Madhesh
Birgunj Health Care Hospital,Birgunj,+977-051-531111,27.0100,84.8800,Parsa,Birgunj,Madhesh
Vayodha Hospital,Birgunj,+977-051-590000,27.0100,84.8800,Parsa,Birgunj,Madhesh
Terai Hospital,Birgunj,+977-051-590555,27.0100,84.8800,Parsa,Birgunj,Madhesh
Janakpur City Hospital,Janakpur,+977-041-520456,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Biratnagar Eye Hospital,Biratnagar,+977-021-530000,26.4500,87.2700,Morang,Biratnagar,Koshi
Neuro Cardio Multispeciality Hospital,Biratnagar,+977-021-533333,26.4500,87.2700,Morang,Biratnagar,Koshi
Golden Hospital,Biratnagar,+977-021-461234,26.4500,87.2700,Morang,Biratnagar,Koshi
Morang District Hospital,Rangeli,+977-021-550123,26.4700,87.3000,Morang,Rangeli,Koshi
Dharan Sub-Metropolitan Hospital,Dharan,+977-025-520123,26.8100,87.2800,Sunsari,Dharan,Koshi
Damak General Hospital,Damak,+977-023-580123,26.6600,87.6900,Jhapa,Damak,Koshi
Ilam District Hospital,Ilam,+977-027-520123,26.9100,87.9300,Ilam,Ilam,Koshi
Dhankuta District Hospital,Dhankuta,+977-026-520123,26.9800,87.3400,Dhankuta,Dhankuta,Koshi
Sankhuwasabha District Hospital,Khandbari,+977-029-560123,27.3800,87.2000,Sankhuwasabha,Khandbari,Koshi
Bhojpur District Hospital,Bhojpur,+977-029-420123,27.1700,87.0500,Bhojpur,Bhojpur,Koshi
Taplejung District Hospital,Taplejung,+977-024-460123,27.3500,87.6700,Taplejung,Taplejung,Koshi
Panchthar District Hospital,Phidim,+977-024-520123,27.1500,87.7500,Panchthar,Phidim,Koshi
Khotang District Hospital,Diktel,+977-036-420123,27.2100,86.7900,Khotang,Diktel,Koshi
Solukhumbu District Hospital,Salleri,+977-038-520123,27.7900,86.7200,Solukhumbu,Salleri,Koshi
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Udayapur District Hospital,Gaighat,+977-035-420123,26.8000,86.7000,Udayapur,Gaighat,Koshi
Okhaldhunga District Hospital,Okhaldhunga,+977-037-520123,27.3200,86.5000,Okhaldhunga,Okhaldhunga,Koshi
Terhathum District Hospital,Myanglung,+977-026-460123,27.1300,87.5500,Terhathum,Myanglung,Koshi
Mechi Provincial Hospital,Bhadrapur,+977-023-520123,26.5500,88.0900,Jhapa,Bhadrapur,Koshi
B&C Medical College Teaching Hospital,Birtamode,+977-023-563333,26.6400,88.0000,Jhapa,Birtamode,Koshi
Nobel Medical College Teaching Hospital,Biratnagar,+977-021-466735,26.4500,87.2800,Morang,Biratnagar,Koshi
Birat Medical College Teaching Hospital,Biratnagar,+977-021-470000,26.4500,87.2700,Morang,Biratnagar,Koshi
Koshi Hospital,Biratnagar,+977-021-530103,26.4500,87.2700,Morang,Biratnagar,Koshi
B.P. Koirala Institute of Health Sciences,Dharan,+977-025-525555,26.8100,87.2800,Sunsari,Dharan,Koshi
Itahari Hospital,Itahari,+977-025-582000,26.6600,87.2700,Sunsari,Itahari,Koshi
Narayani Hospital,Birgunj,+977-051-521993,27.0100,84.8800,Parsa,Birgunj,Madhesh
National Medical College Teaching Hospital,Birgunj,+977-051-532260,27.0100,84.8800,Parsa,Birgunj,Madhesh
Janakpur Provincial Hospital,Janakpur,+977-041-520123,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Janaki Medical College Teaching Hospital,Janakpur,+977-041-560000,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Gajendra Narayan Singh Hospital,Rajbiraj,+977-031-520123,26.5400,86.7500,Saptari,Rajbiraj,Madhesh
Siraha District Hospital,Siraha,+977-033-520123,26.6600,86.2000,Siraha,Siraha,Madhesh
Lahan Hospital,Lahan,+977-033-560123,26.7200,86.4800,Siraha,Lahan,Madhesh
Malangwa Hospital,Malangwa,+977-046-520123,26.8600,85.5600,Sarlahi,Malangwa,Madhesh
Gaur Hospital,Gaur,+977-055-520123,26.7700,85.2700,Rautahat,Gaur,Madhesh
Kalaiya Hospital,Kalaiya,+977-053-520123,26.9900,84.8700,Bara,Kalaiya,Madhesh
Seti Provincial Hospital,Dhangadhi,+977-091-520123,28.7000,80.5900,Kailali,Dhangadhi,Sudurpashchim
Mahakali Provincial Hospital,Mahendranagar,+977-099-521123,28.9600,80.1800,Kanchanpur,Mahendranagar,Sudurpashchim
Dadeldhura Hospital,Dadeldhura,+977-096-420123,29.3000,80.5800,Dadeldhura,Dadeldhura,Sudurpashchim
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Baitadi District Hospital,Baitadi,+977-095-520123,29.5200,80.4300,Baitadi,Baitadi,Sudurpashchim
Darchula District Hospital,Darchula,+977-093-520123,29.8500,80.5500,Darchula,Darchula,Sudurpashchim
Bajhang District Hospital,Chainpur,+977-092-420123,29.5500,81.1800,Bajhang,Chainpur,Sudurpashchim
Bajura District Hospital,Martadi,+977-097-420123,29.4200,81.4200,Bajura,Martadi,Sudurpashchim
Achham District Hospital,Mangalsen,+977-097-620123,29.1300,81.2500,Achham,Mangalsen,Sudurpashchim
Surkhet Provincial Hospital,Birendranagar,+977-083-520123,28.6000,81.6300,Surkhet,Birendranagar,Karnali
Karnali Academy of Health Sciences,Jumla,+977-087-520123,29.2700,82.1800,Jumla,Jumla,Karnali
Jumla District Hospital,Jumla,+977-087-520456,29.2700,82.1800,Jumla,Jumla,Karnali
Dolpa District Hospital,Dunai,+977-087-590123,29.0000,82.8200,Dolpa,Dunai,Karnali
Mugu District Hospital,Gamgadhi,+977-087-690123,29.5300,82.0900,Mugu,Gamgadhi,Karnali
Kalikot District Hospital,Manma,+977-087-440123,29.1500,81.6200,Kalikot,Manma,Karnali
