osm_type,osm_id,name,tourism,description,website,phone,email,opening_hours,wikidata,wikipedia,operator,district,latitude,longitude
node,1366446650,ACAP Permit & TIMS Counter,information,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1988951,83.969066
node,1366472477,Sunrise Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.266042,83.9183142
node,1366484298,Sunita Guest House and Restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2730975,83.8974614
node,1366484299,Shiva Lodge and Restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2731983,83.8973042
node,1366677049,Kalika View Point,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2104374,84.0810562
node,1366694721,Gautam Restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.165259,84.0910815
node,1366695537,Begnas lodge and restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1651619,84.0911644
node,1366701408,Lake View,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1652248,84.0939351
node,1513693555,Butterfly Lodge,hotel,Not Available,https://butterfly-lodge.org/,+977 61 461892,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2128021,83.9581343
node,1555308344,Chhetri Sisters Guesthouse,guest_house,Not Available,Not Available,+977 61-466883,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2210258,83.9572916
node,1555308346,Lake City Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2136366,83.9573939
node,1555308355,Dharma Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2048582,83.963816
node,1736446048,Robin's Nest,hotel,Guesthouse,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1638,84.109183
node,1979816718,Blue Heaven Guesthouse,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2064597,83.9634769
node,2087062151,Global Inn,hotel,Not Available,www.hotelglobalinnpokhara.com,9846027252,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2082905,83.9597651
node,2087062207,Four Seasons,hotel,Not Available,www.hotelfourseasons.com.np,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.208399,83.9594651
node,2087062504,Holy Heaven,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2083702,83.9593222
node,2139797790,Sangam Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.201024,83.9714593
node,2139849365,NRB guest house,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2006401,83.9711873
node,2142193501,Hotel Holiday Pokhara,hotel,Not Available,Not Available,+977 61 464763,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1990878,83.9700808
node,2142193505,Hotel K.C.,hotel,Not Available,Not Available,061-462560,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.196854,83.9696009
node,2142193507,Hotel Nature Land,hotel,Not Available,Not Available,Not Available,Not Available,7:00-22:00,Not Available,Not Available,Not Available,Kaski,28.1997781,83.9705967
node,2142193509,Jharana Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1967182,83.9695695
node,2142193510,Monalisa Hotel,hotel,Not Available,Not Available,+977 61 463863,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1966266,83.9695357
node,2321752889,The Pokhara United,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2148888,83.961346
node,2468977397,Swarnim Sadan,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2073491,83.9807647
node,2469797444,Peace Dragon Lodge,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2002426,83.9474238
node,2470947626,Nature's Grace Lodge,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.212777,83.9588803
node,2476613537,Gharme Dada View Point,viewpoint,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.272368,83.9722727
node,2696863149,Vagabond Guest House,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2058922,83.9621953
node,2962824642,Hotel Double Tree Pokhara,hotel,Not Available,http://www.doubletreepokhara.com,977- 061466463 / 98560-20678 / 9846324653,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2122507,83.9579385
node,3043193221,Splendid View,hotel,Not Available,https://hotelsplendidview.com/,"61-466034, 466035, 9856020202",Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.2064854,83.9613731
node,3043193222,Lotus Inn,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2066935,83.9608068
node,3043193223,Travel Inn,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2060962,83.9617135
node,3093794136,Karma/Impressions Beijing,guest_house,Not Available,Not Available,+977 984-6049867,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.206352,83.960289
node,3111728284,Hotel Unicorn,hotel,Not Available,Not Available,061-462730,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2137481,83.9581903
node,3111728286,Golden Holiday,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.206939,83.9608764
node,3151990585,Hotel Green Park,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2042609,83.9655482
node,3151993415,Sunroute,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2044944,83.9653856
node,3156046161,New United Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.207062,83.9602186
node,3191567009,Rising Moon Guest House,guest_house,Not Available,www.risingmoonguesthouse.com,"9846065506, 9806528223",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2068521,83.9623118
node,3235730611,New Solitary Lodge,hotel,Not Available,solitarylodge.com,061-461804,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.2104508,83.9667287
node,3341076709,Donosti Lakeside Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2103765,83.9580688
node,3404903237,Kala Kendra,gallery,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2088797,83.9635642
node,3451943961,Haarlem Homestay,guest_house,Not Available,Not Available,Not Available,Not Available,Su-Sa 5:00-22:00,Not Available,Not Available,Not Available,Kaski,28.2042524,83.9682029
node,3476012631,Sunset Guest House,guest_house,Not Available,Not Available,9806517316,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2185042,83.8109024
node,3476013169,Hotel President,hotel,Not Available,https://hotelpresident.com.np/,061-462056,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2159728,83.960064
node,3476013201,The Happy Heart Hotel,hotel,Not Available,Not Available,+9779846066781,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2187485,83.8114198
node,3476013202,Green Village,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2184976,83.8113775
node,3476013211,Sunrise/Annapurna Viewpoint,viewpoint,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.219246,83.8112043
node,3476013217,Mount Everest,hotel,Not Available,Not Available,061-461846,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2121066,83.9638667
node,3476013218,Lake Top,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2125073,83.9627334
node,3476013219,Himsagar,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2127346,83.9622864
node,3476013220,Bonny,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2128265,83.9621565
node,3476013221,Silent Peak,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2128784,83.962078
node,3476013222,Alpine Villa,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2129702,83.9619828
node,3476013224,Mountain Village,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2148314,83.960485
node,3476013308,Tibet Home,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2154677,83.9603517
node,3476013309,Old Durbar,hotel,Not Available,hotellakeinn.com.np,061-461496,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2164175,83.9595972
node,3476013844,Harry's Homestay & Korean Restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2345683,83.9162557
node,3476199617,Sunset Viewpoint,viewpoint,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2185291,83.8107718
node,3483518261,Sarangkot View Point Lodge,guest_house,Not Available,Not Available,+977-9806619162,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2450727,83.9483031
node,3483520342,Fewa View,guest_house,Not Available,Not Available,061692976,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2418085,83.9501173
node,3483590150,Mountain View Lodge & Restaurant,guest_house,Not Available,http://www.hotelsarangkot.com,9803361207,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2449105,83.9477617
node,3485963579,Sarangkot View Point,viewpoint,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2462534,83.9488094
node,3521349635,Broadway Inn,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2061397,83.9614157
node,3521349641,Glacier Hotel,hotel,Not Available,Not Available,+977-061-463722,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2058277,83.9612735
node,3521349642,Himalayan Inn,hotel,Not Available,www.hotelhimalayainn.com,"61-465708, 466041 , 9856027312",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2071891,83.9627781
node,3521349643,Hotel Holiday,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2071115,83.9627361
node,3521349646,Pacific Guest House,guest_house,Not Available,www.pacificguesthousepokhara.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2073413,83.9629538
node,3521349652,Royal Guesthouse,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.206671,83.9626167
node,3521349653,Shanti Guest House,guest_house,Not Available,www.shantiguesthousepokhara.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2072938,83.962609
node,3521349654,Trekker's Inn,hotel,Not Available,https://www.trekkersinn.com,+977 61 463244;+977 61 462456,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2061417,83.9617524
node,3531968326,Machhapuchhre view point,viewpoint,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1885578,83.9035482
node,3634990906,Monai,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.212325,83.9570306
node,3634990908,Hotel New Family & Restaurant,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2116471,83.9577686
node,3634990910,Hotel Panas,hotel,Not Available,Not Available,061-461837,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2117391,83.9575011
node,3634990914,Simrik,hotel,Not Available,Not Available,061-463266,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2126457,83.9572696
node,3634990919,Hotel Vimal and Thakali Kitchen,hotel,Not Available,Not Available,061-462306,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2128067,83.9572454
node,3634990921,Yeti Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2122352,83.9572451
node,3635819236,Mountain Top,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2113272,83.9569503
node,3706552393,Hotel Nilkamal,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2101514,83.9848188
node,3706552394,Hotel Park,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.210064,83.9850441
node,3706567226,Miracle Hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2103107,83.9836414
node,3730218588,PunHill Guest House,guest_house,Not Available,Not Available,061462799,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2078442,83.963861
node,3846343827,Overlander Camping,caravan_site,Not Available,http://www.overlander-camping.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2359275,83.9067704
node,3851245541,Fire and Fish Home Stay & Restaurant,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2271007,83.940148
node,3851256257,LB Guest House,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1998639,83.97057
node,3942819957,Family Home Pokhara,hotel,Not Available,http://www.hotelgarudainn.com,+977 61 463024,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.209084,83.959708
node,4040347885,Naudada MoMo and Resturant,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.242583,83.9848737
node,4040404795,A-One Mo:Mo,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2632908,83.9797445
node,4040413663,Family Taas House And Guest House,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2451934,83.9889681
node,4040424249,Rasmi Hotel And lodge,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.24517,83.9889622
node,4040439264,Aamako Aasirbad hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.259753,83.9751145
node,4040454014,Sijan Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2564832,83.9779314
node,4051289892,Hidden Paradise,guest_house,Not Available,https://hiddenparadise.com.np/,+9779824132196,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2268643,83.9479862
node,4054006389,Baidam,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2127502,83.9589653
node,4054992589,Family Cottage,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2126462,83.9598677
node,4059460329,Hotel Celebration,guest_house,Not Available,Not Available,+977 061-467570,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2130003,83.9585328
node,4061436885,R & R Guest House,hotel,Not Available,Not Available,"061-466137, 9846037175",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2094747,83.9617331
node,4061466542,Hotel Nightingale,hotel,Not Available,hotelnightingale.com,"9856078100, 9856018533",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.204789,83.9640127
node,4061466555,Santosh Guest House and Apartment,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2060558,83.9645103
node,4061844969,Hotel Asia,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2040825,83.9660356
node,4061844970,Hotel Dahlia,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2041727,83.965882
node,4061844971,Hotel Miracle,hotel,Not Available,Not Available,+97761463116,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2064835,83.9653883
node,4061845193,Hotel Discovery,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2045795,83.966763
node,4061845194,Mount Grace Spa,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2042865,83.9651103
node,4062775505,Hotel Rara,hotel,Not Available,Not Available,+977-9856022440,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2046206,83.9652449
node,4063123590,Hotel Rabi,hotel,Not Available,Not Available,061-520441,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.211437,83.9819
node,4068343419,Hotel Dhaulagiri,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2119581,83.9814148
node,4069373398,Hotel Daju Bhai,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2072232,83.9610753
node,4104031489,Hotel Gurkha Summit,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2150194,83.9584036
node,4131826922,The Pipal Tree House,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2155637,83.9735255
node,4152682389,Pushkar Backpackers Hostel Pokhara,hostel,Not Available,https://pushkarguesthouse.com/,+9779865066963,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.2168207,83.9607263
node,4154880838,Nature Cure Wellness,attraction,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2229913,83.9921507
node,4158677039,view to pokhara (Tiju ko Chautara),viewpoint,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1959867,83.9506653
node,4161718440,Welcome Guest House & Appartment,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2118402,83.9652701
node,4161865224,Phewa Lake View Point,viewpoint,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.214786,83.9557226
node,4171287796,Mountain Country Lodge,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2144986,83.9604398
node,4172766874,DreamLand Hostel And Tution Private Ltd.,hostel,Not Available,Not Available,061-431762,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2022507,84.000587
node,4172772887,Blue Sky Hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2063677,83.9959286
node,4172777603,Pokhara SLC Hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2063059,83.995462
node,4172949863,Hotel Mustang,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2120107,83.9814821
node,4177567175,Purnabiram S.L.C. & +2ostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2228725,83.9779073
node,4191244518,Kumar Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2116622,83.9846167
node,4196693146,Safal Hostel,hotel,Not Available,Not Available,"9846021226,9846103082",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2272733,83.986219
node,4201543290,Ambrosia Geula - Guest house & Restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.1786679,84.1278433
node,4201550390,Hotel Village Inn,hotel,Not Available,Not Available,9779856030972,Not Available,Mo-Su 05:00-00:00,Not Available,Not Available,Not Available,Kaski,28.2146185,83.9605185
node,4203903289,Holi Mount Home Stay,guest_house,Not Available,Not Available,9779846422535,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.2934471,83.9223491
node,4203978205,Bindhyabasini Party Palace,attraction,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2379961,83.9845462
node,4213256289,Tourist residency and apartments,hotel,Not Available,Not Available,+977 9856036987,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.2133284,83.9651579
node,4213348389,Patale Chhango (Devi's Falls),attraction,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1898956,83.9588804
node,4221361391,New Future Way Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.2116845,83.9578589
node,4225187129,Task Force,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2068859,83.9924581
node,4235441396,Ranjana Home Stay,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1639961,84.110067
node,4236730189,The Coast,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2167239,83.9587922
node,4240852652,Ram Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2091393,83.9945298
node,4244075089,Hotel Motherland,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2134931,83.9597856
node,4269625792,Bhairab Temple,attraction,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2328413,83.9853073
node,4295711656,Lamchya dhadha,viewpoint,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2699891,83.8971888
node,4296155915,Hotel Laxmi,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2124005,83.9782592
node,4326904894,Ashok Niwas,guest_house,Not Available,Not Available,+977 61 410013,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.1281224,84.0981767
node,4342003290,Jasmine Family Home,guest_house,Not Available,https://www.facebook.com/jasminefamilyhome,9805806541,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.2223431,83.9581016
node,4349317491,Hotel Sunflower,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2136375,83.9616836
node,4357190827,Kaligandaki Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2251912,83.9801623
node,4358899989,Mountain View Eco Farm & Home stay,guest_house,Not Available,https://mvef.org.np/,9856030018,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.1615779,84.101015
node,4383022790,Hakuna Matata,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.169931,84.1166356
node,4388632089,होटल ट्राभल इन,hotel,Not Available,www.hoteltravelin.com,"+977-61-462631, +977-61-464539",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2102531,83.9581865
node,4394342889,Hotel Gautam Garden,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2263585,83.9578229
node,4409219260,Forest View Guest House,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2182865,83.9589735
node,4413371589,Hotel Pancharatna,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2185915,83.958847
node,4424671389,Gurung Family,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2222164,83.9581937
node,4427632889,The Beehive,hotel,Not Available,Not Available,+977 61-466906,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2062477,83.9649863
node,4430313211,Nepali Cottage Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2104662,83.9584365
node,4438817091,One Direction,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2166741,83.9594663
node,4457499189,Hotel Haven 'O' Ganga,hotel,Not Available,https://havenoganga.com/,+977-061-467535; +977-061-467536,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2108892,83.9600836
node,4464369789,Hotel Angel Pokhara,hotel,Not Available,http://www.hotelangelpokhara.com,+97761464713,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.2073597,83.959206
node,4466271892,Hotel Jal Mahal,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1954529,83.9814656
node,4472173295,Muna Guesthouse,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1684054,84.1154281
node,4494753490,The Maple Inn,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2212171,83.9580079
node,4499960405,Crown Plaza Himalayas,hotel,Not Available,https://www.crownhimalayas.com,+977 61 462300,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.206793,83.9636518
node,4499970690,Concrete Electic Pole,hotel,Not Available,https://www.crownhimalayas.com.np/,+977 61 462300,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.2069233,83.9633596
node,4499970892,360 Paragliding,attraction,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2063197,83.9628291
node,4508212089,Hotel Venus,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2178231,83.9590849
node,4508724698,Hotel Lake Garden,hotel,Not Available,Not Available,"9856031951,9846202556,9817171931",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2106552,83.959998
node,4520259290,Sweet Dreams Guest House,hotel,Not Available,Not Available,9825187484,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.2194556,83.9589818
node,4524357391,Bickey's Homestay,guest_house,Not Available,Not Available,9779806627240,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.22053,83.95884
node,4524357392,Hotel Love and Light,hotel,Not Available,https://www.hotelloveandlight.com/,+977061464090,Not Available,Mo-Su 06:00-22:00,Not Available,Not Available,Not Available,Kaski,28.2090644,83.9625392
node,4527736292,Be Happy Guest House,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2146029,83.9583429
node,4527826989,Maya Devi Village,guest_house,Not Available,www.mayadevivillage.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2265441,83.9439152
node,4530220893,New Namaste Guesthouse,guest_house,Not Available,Not Available,061-464636,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1956225,83.9712102
node,4539823790,Hotel Peace Pokhara,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2130332,83.9609358
