place,latitude,longitude,district,accidents,landslide,avalanche,flood,earthquake_damage,hospital,police,fire_station,emergency_risk,natural_disaster_risk,tourism_risk_index,risk_category
Simkot View Trail,29.97,81.82,Humla,4.0,8.0,2.0,2.0,7.0,15.0,10.0,3.0,55.0,65.0,68.0,HIGH
Lumbini Maya Devi Temple,27.4698,83.276,Rupandehi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,40.0,MEDIUM
Lumbini Sacred Garden,27.47,83.275,Rupandehi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,40.0,MEDIUM
Tilaurakot Palace,27.57,83.05,Kapilvastu,1.0,0.0,0.0,3.0,2.0,20.0,15.0,5.0,20.0,15.0,18.0,LOW
Jagadishpur Reservoir,27.55,83.08,Kapilvastu,2.0,0.0,0.0,10.0,2.0,15.0,12.0,3.0,45.0,45.0,45.0,MEDIUM
Swargadwari Pyuthan,28.0,82.8,Pyuthan,3.0,7.0,1.0,3.0,6.0,5.0,4.0,1.0,60.0,65.0,62.0,MEDIUM
Rolpa Guerrilla Trail,28.5,82.6,Rolpa,6.0,14.0,8.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Kakri Hill,28.6,82.4,Rolpa,5.0,12.0,6.0,3.0,8.0,0.0,0.0,0.0,90.0,85.0,87.0,HIGH
Jaljala Mountain,28.8,82.5,Rolpa,8.0,17.0,14.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Ghorahi Dang Valley,28.04,82.49,Dang,2.0,1.0,0.0,8.0,3.0,30.0,25.0,8.0,20.0,30.0,25.0,LOW
Rapti River Dang,27.95,82.6,Dang,5.0,1.0,0.0,18.0,3.0,8.0,6.0,2.0,75.0,80.0,78.0,HIGH
Lamahi Area,27.85,82.54,Dang,2.0,0.0,0.0,10.0,2.0,25.0,20.0,5.0,35.0,40.0,38.0,MEDIUM
Rukum Musikot,28.62,82.48,Rukum West,2.0,5.0,0.0,4.0,6.0,5.0,4.0,1.0,55.0,55.0,55.0,MEDIUM
Sani Bheri River,28.7,82.5,Rukum West,5.0,3.0,0.0,15.0,4.0,3.0,3.0,1.0,75.0,75.0,75.0,HIGH
Sisne Himal View,28.7,82.6,Rukum West,8.0,17.0,15.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Jajarkot Darbar,28.65,82.18,Jajarkot,2.0,6.0,0.0,5.0,7.0,5.0,4.0,1.0,60.0,60.0,60.0,MEDIUM
Khalanga Jajarkot,28.65,82.18,Jajarkot,2.0,5.0,0.0,4.0,6.0,8.0,6.0,2.0,50.0,55.0,52.0,MEDIUM
Patarasi Lake,29.2,82.3,Jumla,7.0,15.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Mugu Gamgadhi,29.53,82.1,Mugu,3.0,8.0,2.0,4.0,7.0,1.0,1.0,0.0,80.0,75.0,78.0,HIGH
Rara National Park,29.5,82.1,Mugu,7.0,14.0,8.0,3.0,8.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Talcha Airport Area,29.53,82.1,Mugu,4.0,9.0,3.0,4.0,7.0,1.0,1.0,0.0,80.0,80.0,80.0,HIGH
Phoksundo Lake Dolpa,29.2,82.95,Dolpa,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Dolpa Trek Route,29.3,83.0,Dolpa,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Shey Gompa Dolpa,29.35,82.95,Dolpa,10.0,19.0,18.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Upper Dolpo Camp,29.4,83.1,Dolpa,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Beni Bazaar,28.34,83.57,Myagdi,2.0,3.0,0.0,8.0,4.0,20.0,15.0,5.0,30.0,40.0,35.0,LOW
Myagdi Hot Spring,28.49,83.65,Myagdi,3.0,2.0,0.0,12.0,4.0,8.0,6.0,2.0,55.0,65.0,60.0,MEDIUM
Galeshwor Temple,28.35,83.55,Myagdi,1.0,2.0,0.0,5.0,4.0,20.0,15.0,5.0,25.0,25.0,25.0,LOW
Dhaulagiri Trek,28.75,83.45,Myagdi,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Titi Lake Mustang,28.85,83.65,Mustang,6.0,13.0,7.0,2.0,8.0,0.0,0.0,0.0,95.0,90.0,93.0,HIGH
Kagbeni Mustang,28.84,83.78,Mustang,3.0,7.0,2.0,4.0,6.0,2.0,2.0,0.0,75.0,70.0,73.0,HIGH
Lomanthang Mustang,29.18,83.95,Mustang,1.0,1.0,0.0,0.0,3.0,5.0,4.0,1.0,40.0,20.0,30.0,LOW
Muktinath Mustang,28.817,83.871,Mustang,2.0,5.0,0.0,3.0,5.0,8.0,6.0,2.0,50.0,45.0,47.0,MEDIUM
Marpha Village,28.75,83.69,Mustang,1.0,2.0,0.0,4.0,3.0,15.0,12.0,3.0,25.0,30.0,27.0,LOW
Tatopani Mustang Route,28.6,83.65,Mustang,4.0,5.0,0.0,10.0,5.0,5.0,4.0,1.0,60.0,65.0,62.0,MEDIUM
Everest Base Camp South,27.9881,86.925,Solukhumbu,20.0,7.0,15.0,2.0,8.0,3.0,3.0,1.0,50.0,100.0,80.0,HIGH
Kala Patthar,27.997,86.828,Solukhumbu,15.0,8.0,18.0,1.0,9.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Namche Bazaar,27.805,86.714,Solukhumbu,4.0,8.0,5.0,2.0,7.0,2.0,2.0,0.0,75.0,70.0,73.0,HIGH
Tengboche Monastery,27.837,86.764,Solukhumbu,5.0,10.0,8.0,2.0,8.0,1.0,1.0,0.0,85.0,85.0,85.0,HIGH
Dingboche Village,27.892,86.833,Solukhumbu,7.0,15.0,12.0,1.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Lobuche Village,27.954,86.806,Solukhumbu,8.0,17.0,15.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Gokyo Lake,27.95,86.7,Solukhumbu,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Renjo La Pass,27.98,86.65,Solukhumbu,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Pheriche Village,27.9,86.82,Solukhumbu,8.0,17.0,14.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Lukla Airport,27.687,86.731,Solukhumbu,10.0,3.0,0.0,2.0,8.0,2.0,3.0,1.0,70.0,60.0,65.0,HIGH
Phakding Village,27.745,86.713,Solukhumbu,4.0,8.0,3.0,4.0,6.0,2.0,1.0,0.0,70.0,70.0,70.0,HIGH
Monjo Village,27.77,86.73,Solukhumbu,4.0,9.0,4.0,3.0,7.0,1.0,1.0,0.0,80.0,75.0,78.0,HIGH
Thame Village,27.84,86.65,Solukhumbu,7.0,15.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Mera Peak Base Camp,27.7,86.93,Solukhumbu,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Island Peak Base Camp,27.9,86.94,Solukhumbu,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Makalu Base Camp,27.78,87.09,Sankhuwasabha,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Makalu Barun National Park,27.6,87.1,Sankhuwasabha,9.0,18.0,16.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Tumlingtar Area,27.3,87.2,Sankhuwasabha,2.0,5.0,0.0,8.0,5.0,10.0,8.0,2.0,55.0,60.0,58.0,MEDIUM
Khandbari Bazaar,27.38,87.2,Sankhuwasabha,1.0,3.0,0.0,5.0,5.0,20.0,15.0,5.0,25.0,30.0,28.0,LOW
Barun River Valley,27.6,87.05,Sankhuwasabha,7.0,15.0,10.0,3.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Kanchenjunga Base Camp,27.7,88.0,T taplejung,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Ghunsa Village,27.74,87.97,T taplejung,8.0,17.0,14.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Yamphudin Village,27.45,87.9,T taplejung,6.0,14.0,8.0,2.0,9.0,0.0,0.0,0.0,95.0,90.0,93.0,HIGH
Taplejung Bazaar,27.35,87.67,T taplejung,2.0,5.0,0.0,5.0,6.0,10.0,8.0,2.0,55.0,50.0,52.0,MEDIUM
Pathibhara Temple,27.42,87.75,T taplejung,7.0,15.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Illam Tea Garden,26.91,87.93,Ilam,1.0,2.0,0.0,5.0,4.0,30.0,25.0,8.0,20.0,25.0,22.0,LOW
Sandakpur Viewpoint,27.05,87.95,Ilam,5.0,12.0,5.0,3.0,8.0,0.0,0.0,0.0,90.0,85.0,87.0,HIGH
Kanyam Tea Garden,26.95,88.02,Ilam,1.0,1.0,0.0,4.0,3.0,35.0,30.0,8.0,15.0,15.0,12.0,LOW
Mai Pokhari,27.02,87.93,Ilam,2.0,3.0,0.0,5.0,5.0,20.0,15.0,5.0,30.0,35.0,32.0,LOW
Antu Danda,26.95,88.08,Ilam,2.0,4.0,0.0,4.0,5.0,15.0,12.0,3.0,35.0,35.0,35.0,LOW
Panchthar Phidim,27.15,87.75,Panchthar,2.0,5.0,0.0,5.0,6.0,10.0,8.0,2.0,55.0,55.0,55.0,MEDIUM
Silauti Pokhari,27.15,87.85,Panchthar,5.0,10.0,3.0,4.0,7.0,2.0,1.0,0.0,85.0,80.0,82.0,HIGH
Pathibhara Trail,27.42,87.75,T taplejung,7.0,15.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Basanta Tea Area,27.1,87.9,Ilam,1.0,2.0,0.0,4.0,4.0,30.0,25.0,5.0,20.0,20.0,20.0,LOW
Mai River,27.0,87.85,Ilam,3.0,1.0,0.0,12.0,3.0,15.0,12.0,3.0,55.0,60.0,58.0,MEDIUM
Koshi Tappu Reserve,26.65,87.0,Sunsari,3.0,0.0,0.0,15.0,2.0,15.0,12.0,3.0,60.0,65.0,62.0,MEDIUM
Barahachhetra Temple,26.8,87.17,Sunsari,2.0,0.0,0.0,12.0,3.0,20.0,15.0,5.0,45.0,50.0,48.0,MEDIUM
Dharan Bhedetar,26.81,87.28,Sunsari,2.0,4.0,0.0,5.0,5.0,25.0,20.0,5.0,30.0,35.0,32.0,LOW
Namaste Falls,26.9,87.3,Sunsari,3.0,6.0,1.0,4.0,6.0,10.0,8.0,2.0,55.0,60.0,58.0,MEDIUM
Karnali River Rural Camp,29.7,82.45,Mugu,8.0,12.0,3.0,18.0,8.0,5.0,5.0,2.0,70.0,85.0,88.0,HIGH
Chhayanath Rural Trail,29.52,82.1,Mugu,5.0,9.0,2.0,6.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Ruga Village Route,29.58,82.25,Mugu,6.0,10.0,3.0,7.0,7.0,10.0,8.0,3.0,65.0,75.0,78.0,HIGH
Pulu Rural Settlement,29.45,82.2,Mugu,4.0,8.0,0.0,5.0,6.0,20.0,15.0,5.0,50.0,65.0,68.0,HIGH
Bajura Budhinanda Lake Trail,29.55,81.25,Bajura,11.0,16.0,8.0,1.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Martadi Rural Viewpoint,29.42,81.25,Bajura,3.0,5.0,0.0,8.0,5.0,40.0,30.0,10.0,25.0,45.0,50.0,MEDIUM
Kailashmandau Village,29.3,81.35,Bajura,5.0,9.0,2.0,7.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Bichhya Rural Trail,29.5,81.15,Bajura,7.0,12.0,3.0,6.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Bajhang Surma Route,30.0,81.25,Bajhang,15.0,19.0,12.0,0.0,10.0,0.0,0.0,0.0,100.0,95.0,96.0,HIGH
Chainpur Saipal Trail,29.55,81.2,Bajhang,6.0,10.0,3.0,5.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Thalara Rural Area,29.65,81.1,Bajhang,4.0,8.0,0.0,7.0,6.0,20.0,15.0,5.0,50.0,65.0,68.0,HIGH
Kanda Village Route,29.7,81.25,Bajhang,8.0,13.0,4.0,3.0,8.0,5.0,5.0,2.0,70.0,80.0,82.0,HIGH
Doti Badikedar Trail,29.15,80.85,Doti,5.0,9.0,2.0,8.0,7.0,10.0,8.0,3.0,65.0,75.0,78.0,HIGH
Khaptad Rural Meadow,29.3,81.0,Doti,8.0,12.0,4.0,4.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Jorayal Rural Route,29.25,80.95,Doti,3.0,6.0,0.0,10.0,5.0,40.0,30.0,10.0,25.0,45.0,50.0,MEDIUM
Purbichauki Village,29.2,80.85,Doti,4.0,7.0,0.0,8.0,6.0,30.0,25.0,10.0,35.0,50.0,55.0,MEDIUM
Achham Ramaroshan Lake,29.15,81.3,Achham,10.0,15.0,5.0,5.0,8.0,5.0,5.0,2.0,75.0,85.0,88.0,HIGH
Sanphebagar Rural Route,29.25,81.2,Achham,2.0,4.0,0.0,12.0,4.0,60.0,50.0,20.0,15.0,30.0,35.0,LOW
Mellekh Village Trail,29.2,81.15,Achham,6.0,10.0,3.0,6.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Ramaroshan Forest Camp,29.1,81.35,Achham,12.0,16.0,8.0,3.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Dadeldhura Ganyapdhura Trail,29.35,80.5,Dadeldhura,3.0,5.0,0.0,7.0,5.0,50.0,40.0,15.0,20.0,35.0,40.0,MEDIUM
Amargadhi Rural View,29.3,80.6,Dadeldhura,2.0,4.0,0.0,5.0,4.0,70.0,60.0,20.0,5.0,20.0,25.0,LOW
Ajaymeru Rural Route,29.4,80.55,Dadeldhura,5.0,8.0,0.0,6.0,6.0,30.0,25.0,10.0,35.0,50.0,55.0,MEDIUM
Baitadi Shivanath Trail,29.6,80.5,Baitadi,7.0,11.0,3.0,5.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Pancheshwor Rural Camp,29.5,80.45,Baitadi,8.0,12.0,4.0,6.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Dilasaini Village Area,29.55,80.6,Baitadi,4.0,7.0,0.0,8.0,5.0,40.0,30.0,10.0,25.0,45.0,50.0,MEDIUM
Patna Rural Route,29.45,80.55,Baitadi,3.0,6.0,0.0,6.0,5.0,50.0,40.0,15.0,20.0,35.0,40.0,MEDIUM
Darchula Malikarjun Trail,29.7,80.6,Darchula,8.0,13.0,4.0,7.0,8.0,5.0,5.0,2.0,70.0,80.0,82.0,HIGH
Khar Rural Valley,29.9,80.8,Darchula,14.0,18.0,12.0,0.0,10.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Byas Himal Camp,30.0,80.7,Darchula,20.0,20.0,20.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,99.0,HIGH
Bhedetar View Tower,26.81,87.28,Dhankuta,2.0,4.0,0.0,3.0,5.0,25.0,20.0,5.0,30.0,35.0,32.0,LOW
Hile Bazaar,26.99,87.33,Dhankuta,1.0,3.0,0.0,5.0,5.0,20.0,15.0,5.0,25.0,30.0,28.0,LOW
Namaste Jharana,26.9,87.3,Dhankuta,3.0,6.0,1.0,4.0,6.0,10.0,8.0,2.0,55.0,60.0,58.0,MEDIUM
Pakhribas Garden,26.97,87.35,Dhankuta,1.0,2.0,0.0,3.0,4.0,30.0,25.0,8.0,15.0,20.0,17.0,LOW
Sanguri Gadhi,26.9,87.4,Dhankuta,4.0,8.0,2.0,4.0,6.0,5.0,4.0,1.0,65.0,65.0,65.0,HIGH
Arun Valley,27.5,87.1,Sankhuwasabha,7.0,15.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Num Village,27.55,87.15,Sankhuwasabha,6.0,14.0,8.0,3.0,8.0,0.0,0.0,0.0,95.0,90.0,93.0,HIGH
Makalu Conservation Trail,27.6,87.05,Sankhuwasabha,9.0,18.0,16.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Hatuwagadhi,27.2,87.2,Bhojpur,5.0,10.0,3.0,4.0,7.0,2.0,1.0,0.0,85.0,80.0,82.0,HIGH
Bhojpur Bazaar,27.17,87.05,Bhojpur,1.0,3.0,0.0,5.0,5.0,20.0,15.0,5.0,25.0,30.0,28.0,LOW
Tinjure Milke Jaljale,27.25,87.5,Tehrathum,7.0,15.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Gupha Pokhari,27.18,87.5,Tehrathum,5.0,10.0,4.0,3.0,7.0,2.0,1.0,0.0,85.0,80.0,82.0,HIGH
Basantapur Bazaar,27.15,87.55,Tehrathum,1.0,2.0,0.0,3.0,4.0,25.0,20.0,5.0,20.0,25.0,22.0,LOW
Mai Pokhari Ilam,27.02,87.93,Ilam,2.0,3.0,0.0,5.0,5.0,20.0,15.0,5.0,30.0,35.0,32.0,LOW
Kanyam Tea Estate,26.95,88.02,Ilam,1.0,1.0,0.0,4.0,3.0,35.0,30.0,8.0,15.0,15.0,12.0,LOW
Fikkal Bazaar,26.89,88.0,Ilam,1.0,2.0,0.0,5.0,4.0,30.0,25.0,8.0,20.0,25.0,22.0,LOW
Antu Danda Sunrise,26.95,88.08,Ilam,2.0,4.0,0.0,4.0,5.0,15.0,12.0,3.0,35.0,35.0,35.0,LOW
Sandakpur Nepal,27.05,87.95,Ilam,5.0,12.0,5.0,3.0,8.0,0.0,0.0,0.0,90.0,85.0,87.0,HIGH
Pashupatinagar Border,26.9,88.0,Ilam,1.0,3.0,0.0,4.0,4.0,20.0,15.0,5.0,25.0,30.0,28.0,LOW
Koshi Tappu Wetland,26.65,87.0,Sunsari,3.0,0.0,0.0,15.0,2.0,15.0,12.0,3.0,60.0,65.0,62.0,MEDIUM
Barahachhetra,26.8,87.17,Sunsari,2.0,0.0,0.0,12.0,3.0,20.0,15.0,5.0,45.0,50.0,48.0,MEDIUM
Dharan Clock Tower,26.81,87.28,Sunsari,1.0,0.0,0.0,3.0,3.0,50.0,40.0,10.0,10.0,10.0,10.0,LOW
Bijayapur Hill,26.82,87.27,Sunsari,2.0,3.0,0.0,3.0,5.0,20.0,15.0,5.0,30.0,30.0,30.0,LOW
Biratnagar Tourism Area,26.45,87.27,Morang,1.0,0.0,0.0,10.0,2.0,60.0,50.0,15.0,5.0,25.0,15.0,LOW
Pathari Forest Area,26.7,87.35,Morang,2.0,1.0,0.0,8.0,3.0,25.0,20.0,5.0,30.0,35.0,32.0,LOW
Urlabari Wetland,26.68,87.35,Morang,2.0,0.0,0.0,10.0,2.0,25.0,20.0,5.0,35.0,40.0,38.0,MEDIUM
Kanepokhari Lake,26.7,87.45,Morang,1.0,0.0,0.0,8.0,2.0,30.0,25.0,8.0,20.0,30.0,25.0,LOW
Ilam Mai River,27.0,87.85,Ilam,3.0,1.0,0.0,12.0,3.0,15.0,12.0,3.0,55.0,60.0,58.0,MEDIUM
Kangchenjunga South Route,27.7,88.0,T taplejung,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Olangchung Gola,27.67,87.9,T taplejung,8.0,17.0,14.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Ghunsa Kanchenjunga,27.74,87.97,T taplejung,8.0,17.0,14.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Sele La Pass,27.72,87.95,T taplejung,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Lhonak Camp,27.85,88.0,T taplejung,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Pangpema Base Camp,27.9,88.0,T taplejung,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Phale Village,27.65,87.9,T taplejung,6.0,14.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Mitlung Village,27.4,87.75,T taplejung,4.0,9.0,3.0,4.0,7.0,1.0,1.0,0.0,80.0,75.0,78.0,HIGH
Sankhuwasabha Arun River,27.5,87.1,Sankhuwasabha,5.0,2.0,0.0,18.0,3.0,3.0,3.0,1.0,80.0,80.0,80.0,HIGH
Tumlingtar Airport,27.3,87.2,Sankhuwasabha,2.0,2.0,0.0,5.0,5.0,25.0,20.0,5.0,25.0,30.0,28.0,LOW
Api Rural Glacier View,29.95,80.9,Darchula,18.0,20.0,18.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,99.0,HIGH
Ghusa Himalayan Trail,29.98,80.85,Darchula,15.0,19.0,14.0,0.0,10.0,0.0,0.0,0.0,100.0,95.0,96.0,HIGH
Khandeshwari Village Route,29.8,80.65,Darchula,7.0,12.0,3.0,5.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Lekam Rural Settlement,29.65,80.7,Darchula,5.0,9.0,2.0,7.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Kedar Rural Mountain Trail,29.75,80.75,Darchula,12.0,16.0,8.0,2.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Kailash Rural Valley,29.85,80.7,Darchula,16.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Rara West Village Route,29.5,82.0,Mugu,8.0,12.0,4.0,6.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Mugu Karnali Trail,29.65,82.35,Mugu,10.0,15.0,6.0,12.0,8.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Chhayanath Temple Area,29.52,82.1,Mugu,3.0,6.0,0.0,8.0,5.0,30.0,25.0,10.0,40.0,50.0,55.0,MEDIUM
Kotila Rural Route,29.6,82.2,Mugu,5.0,9.0,2.0,7.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Dolpa Phoksundo Lake Camp,29.2,82.95,Dolpa,17.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Ringmo Village Route,29.21,82.95,Dolpa,8.0,13.0,4.0,1.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Saldang Rural Trail,29.4,83.0,Dolpa,16.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Tinje Village Camp,29.5,83.15,Dolpa,18.0,20.0,18.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,99.0,HIGH
Dho Tarap Rural Route,29.25,83.0,Dolpa,14.0,18.0,12.0,0.0,10.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Tichurong Valley Trail,29.15,82.85,Dolpa,12.0,16.0,8.0,1.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Juphal Rural Village,29.28,82.2,Dolpa,4.0,7.0,0.0,5.0,6.0,20.0,15.0,5.0,50.0,60.0,65.0,HIGH
Dunai Riverside Camp,29.05,82.25,Dolpa,3.0,6.0,0.0,12.0,5.0,30.0,25.0,10.0,40.0,50.0,55.0,MEDIUM
Shey Gompa Rural Area,29.35,82.95,Dolpa,19.0,20.0,18.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,99.0,HIGH
Kang La Rural Pass,29.45,83.1,Dolpa,20.0,20.0,20.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,99.0,HIGH
Upper Mustang Chhoser Trail,29.25,84.0,Mustang,10.0,14.0,6.0,0.0,8.0,0.0,0.0,0.0,100.0,85.0,88.0,HIGH
Namgyal Rural Village,29.25,83.95,Mustang,8.0,12.0,4.0,0.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Yara Village Camp,29.3,83.9,Mustang,15.0,18.0,12.0,0.0,10.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Tangya Rural Route,29.35,83.85,Mustang,14.0,17.0,10.0,0.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Ghami Village Trail,29.18,83.9,Mustang,5.0,8.0,2.0,0.0,6.0,20.0,15.0,5.0,50.0,60.0,65.0,HIGH
Dhakmar Rural Area,29.2,83.85,Mustang,9.0,13.0,5.0,0.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Tibetan Border Camp,29.5,83.9,Mustang,17.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Kagbeni Rural Trail,28.83,83.78,Mustang,5.0,9.0,2.0,2.0,7.0,15.0,10.0,3.0,55.0,65.0,68.0,HIGH
Marpha Apple Village,28.75,83.69,Mustang,2.0,4.0,0.0,5.0,4.0,70.0,60.0,20.0,5.0,20.0,25.0,LOW
Tukuche Mountain Route,28.73,83.69,Mustang,4.0,7.0,0.0,4.0,6.0,30.0,25.0,10.0,35.0,50.0,55.0,MEDIUM
Koshi River Rafting Point,26.8,87.15,Sunsari,6.0,1.0,0.0,18.0,3.0,5.0,4.0,1.0,80.0,80.0,80.0,HIGH
Chatara Ghat,26.86,87.16,Sunsari,4.0,0.0,0.0,15.0,2.0,10.0,8.0,2.0,60.0,60.0,60.0,MEDIUM
Dharan Forest Route,26.81,87.25,Sunsari,3.0,2.0,0.0,6.0,4.0,25.0,20.0,5.0,35.0,35.0,35.0,LOW
Budha Subba Temple,26.82,87.28,Sunsari,1.0,0.0,0.0,3.0,3.0,50.0,40.0,10.0,10.0,10.0,10.0,LOW
Namobuddha Monastery,27.57,85.58,Kavrepalanchok,1.0,2.0,0.0,4.0,5.0,30.0,25.0,8.0,20.0,25.0,22.0,LOW
Dhulikhel View Tower,27.62,85.54,Kavrepalanchok,1.0,1.0,0.0,3.0,4.0,40.0,35.0,10.0,10.0,15.0,12.0,LOW
Panauti Heritage Town,27.58,85.52,Kavrepalanchok,1.0,0.0,0.0,8.0,5.0,25.0,20.0,5.0,25.0,35.0,30.0,LOW
Namo Buddha Trail,27.57,85.58,Kavrepalanchok,3.0,5.0,0.0,4.0,6.0,15.0,12.0,3.0,45.0,50.0,48.0,MEDIUM
Timal Village,27.65,85.65,Kavrepalanchok,4.0,8.0,2.0,3.0,7.0,5.0,4.0,1.0,70.0,70.0,70.0,HIGH
Kalinchowk Bhagwati,27.85,86.02,Dolakha,8.0,16.0,12.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Kalinchowk Cable Area,27.85,86.02,Dolakha,7.0,15.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Jiri Bazaar,27.63,86.23,Dolakha,2.0,5.0,0.0,5.0,6.0,10.0,8.0,2.0,55.0,55.0,55.0,MEDIUM
Rolwaling Valley,27.85,86.45,Dolakha,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Tsho Rolpa Lake,27.87,86.48,Dolakha,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Gaurishankar Base Camp,27.9,86.35,Dolakha,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
