name,amenity,tourism,office,emergency,phone,email,website,opening_hours,operator,brand,addr:street,addr:city,addr:postcode,latitude,longitude
Not Available,fire_station,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.69625635549532,85.36122467008728
Elite Pathology Clinic & dental House,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Elite Pathology Clinic & dental House,Not Available,Not Available,Not Available,Not Available,27.700846116891988,85.33985661224817
Natural Health Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Natural Health Hospital,Not Available,Not Available,Not Available,Not Available,27.695892472358437,85.34555816271785
Global Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.705158764334772,85.32871097698647
Charu Polyclinic and Diagonostic Centre,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Charu Polyclinic and Diagonostic Centre,Not Available,Not Available,Not Available,Not Available,27.716955873018886,85.34557866773284
Cosmos Diagonosis and Research Centre,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.708122967769036,85.33978732427991
Hiilton Boys Hostel,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.694819037782704,85.34214745267234
Narayani Boys Hostel,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.695187228913184,85.34435005861619
Helping Hands Community Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.71744131391114,85.34620122378367
Siddhi Poly Path Lab,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.707211700000006,85.32704535000002
Nepal Beijing Friendship Hospital,hospital,Not Available,Not Available,Not Available,01-4413043,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.731446298377303,85.33000978029155
Maruti Children Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.735284536112,85.32861290216992
Samrat Polyclinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.719826802142478,85.34603222172827
Prabhu Bank,bank,Not Available,Not Available,Not Available,01-4427788,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,gyaneswor,Not Available,27.708487655147685,85.3318699896741
Meridian Health Care Center,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.738728896957536,85.33550369126668
Global IME Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,https://gmobalimebank.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.687181638480187,85.33516467103728
Hotel Silver Home,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,https://hotelsilverhome.com/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.71332635,85.3114918
New Life Health Care Pvt. Ltd.,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.714335234501505,85.3500269772638
Chhatrapati Free Clinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.710733743356,85.30856351537047
Advance Polyclinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.72730386264497,85.32392286607629
Samaj Dental Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.725734285363075,85.35764742718024
Shechan Clinic & Hospice,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.724557819234082,85.3598890594161
Kathmandu E.N.T. Hospital and Research Center,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.70369675900885,85.31818513305657
All Nepal Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.73452519521554,85.31746081900224
अन्तर्राष्ट्रिय मैत्री बाल अस्पताल (महाराजगञ्ज),hospital,Not Available,Not Available,Not Available,+977 01 4515461,info@ifch.com.np,https://www.ifch.com.np,24/7,Not Available,Not Available,लाजिम्पाट सडक,Not Available,Not Available,27.731289019778725,85.32636351681823
Bank of Asia,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.734424175305083,85.31750813350374
Blue Lotus Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Blue Lotus Hospital,Not Available,Not Available,Not Available,Not Available,27.694224702826855,85.31060533998011
Venus Health Care & Research Centre,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.710743000000008,85.3430299
Golmeshowr Pharmacy & Doctor's Clinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.72635615680967,85.36388539508134
Kathmandu Model Hospital,hospital,Not Available,Not Available,yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.702698607945564,85.32011658379851
Kathmandu Model Hospital Dental Department,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu Model Hospital Dental Department,Not Available,Not Available,Not Available,Not Available,27.7065103,85.3181652
Vayodha Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.68425886647325,85.2983084054494
Life Medical Centre Polytechnic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7011703,85.34998070000002
Nozomi Polyclinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.696941034805022,85.35054643978047
Reliable Polyclinic and Pathology Lab,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.70324419329784,85.34873010435912
shiva jyoti hospital & research center,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.68559385122326,85.29798825601098
Kantipur Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.685539894562247,85.34486118029193
JMC Polyclinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.703030745017486,85.35032124986672
Jiwanta Swastha Sewa Sadan,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Jiwanta Swastha Sewa Sadan,Not Available,Not Available,Not Available,Not Available,27.690326799999998,85.29916385
Tiwari Poly Clinic and Diagnostic Center,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Tiwari Poly Clinic and Diagnostic Center,Not Available,Not Available,Not Available,Not Available,27.691944685071228,85.298856310799
Pashupati Poyclinicl,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.70236235447695,85.342043481342
urban health clinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.713314482620383,85.3452535204472
Sahid Memorial Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.69450270202967,85.28111997714882
Sahid Memorial Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Sahid Memorial Hospital,Not Available,Not Available,Not Available,Not Available,27.69549244068075,85.28093811544719
Frontline Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.702622819789468,85.33848831312017
ktm metropolitan community city health clinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,ktm metropolitan community city health clinic,Not Available,Not Available,Not Available,Not Available,27.714191740208694,85.28881048648346
prabu,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10:00-17:00,private,Not Available,devkota marga,kathmandu 10,Not Available,27.693809123109336,85.33693574331026
Vision Polyclinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.677258199999997,85.34439585
Not Available,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.690728240595234,85.33916638782858
Kastamandap Poly Clinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.69101827014938,85.33615061077214
Raj Joshi Polyclinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.689008800000003,85.33550885
Sahara Health Care,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.69077483740142,85.33879950332116
Centre For Liver Disease,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Centre For Liver Disease,Not Available,Not Available,Not Available,Not Available,27.689911069765245,85.32866290735171
Himal Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.71024225482896,85.32820737731707
Apollo Polyclinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.703992550000006,85.3320129
Upakar National Health Care Center,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.679140837867745,85.34788577800181
District Administration Office,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.692953714638563,85.32641401830347
"Office of the Auditor General, Anamnagar",Not Available,Not Available,government,Not Available,Not Available,Not Available,http://www.oagnep.gov.np,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.700381398248908,85.32518351770042
Department of Printing,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.69543328610061,85.32734925299032
Hotel Mahadev,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.69926148131423,85.31144984029528
New Pritoria Girls Hostel,Not Available,hostel,Not Available,Not Available,+977 9846084057,Not Available,Not Available,Not Available,Not Available,Not Available,Shram Marga,Kathmandu,44617,27.68751284818406,85.32890835023079
Not Available,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.691190400000004,85.31628665000001
Praptee Polyclinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Praptee Polyclinic,Not Available,Not Available,Not Available,Not Available,27.693136783241684,85.31451773778124
Prabhu Bank Ltd,bank,Not Available,Not Available,Not Available,Not Available,Not Available,http://kistbank.com/,Not Available,Not Available,Not Available,Namuna Marga,Kathmandu,Not Available,27.692049196724607,85.32830169775428
Kshamadevi Polyclinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kshamadevi Polyclinic,Not Available,Not Available,Not Available,Not Available,27.69240685444437,85.34687477968231
Safal medical Center,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Safal medical Center,Not Available,Not Available,Not Available,Not Available,27.695640580546314,85.35361828129024
Trishuli Medical & Polyclinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Trishuli Medical & Polyclinic,Not Available,Not Available,Not Available,Not Available,27.695207304265086,85.35433125361762
Chest Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.699339192922093,85.29703392272745
Shree Jyoti Hospital and Research Center,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.698544851726606,85.29743511397801
Spark Health Homes Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.697659018556674,85.29468768393323
Kathmandu Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.69421367415252,85.31103010186767
Community City Health Clinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.724923263681646,85.33971341330678
Hotel Orchid,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.694794382858955,85.31026622182573
Lumbhini Bikas Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.694915749999996,85.3100626
Hotel Pomelo House Inn,Not Available,hotel,Not Available,Not Available,+977 015356499,hotelpomelo@gmail.com,https://www.pomelohouseinn.com/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7119718,85.30703035000003
Parbat Shikhar Hotel,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.699696799999998,85.31237349999999
Hotel Twin Tower,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.700005090118676,85.31128751087118
Hotel Golden,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.698436967700264,85.3131361330865
National Kidney Center,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.724555378036023,85.29576841141305
western union money transfer,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.724086933204465,85.29677851143735
Nepal Bank Limited,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.729831543412825,85.30284000463769
Chinese People Hospital Private Limited,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.72042636974823,85.36181910283968
Riza Polyclinic and Diagonostic Centre,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.71451810004104,85.34515625628487
Hamro Sahayatri Hosp and Birthing Center,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Hamro Sahayatri Hosp and Birthing Center,Not Available,Not Available,Not Available,Not Available,27.676554582696912,85.3525978934967
Medicare National Hospital and Research Center,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.718427052075373,85.34639914896783
Dental Temple,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Dental Temple,Not Available,Not Available,Not Available,Not Available,27.699507063056792,85.33783865798682
Venus International Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Venus International Hospital,Not Available,Not Available,Not Available,Not Available,27.697236850000003,85.33760075000001
Ayush Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.68628938268099,85.33587441972207
New Pashupati Medical clinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New Pashupati Medical clinic,Not Available,Not Available,Not Available,Not Available,27.681314073037235,85.33177585912169
Shubham Polyclinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Shubham Polyclinic,Not Available,Not Available,Not Available,Not Available,27.68804662605383,85.33534506895165
Kathmandu JanaSwastha,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu JanaSwastha,Not Available,Not Available,Not Available,Not Available,27.70493645,85.30842664999999
Nobel Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.69820933847975,85.34819373495168
Shanti Sewa Griha,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,https://shanti-leprahilfe.de/en/projects/medicine/hape-kerkeling-clinic/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.704616377295245,85.35085713831818
People's Dental College & Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.724436288531553,85.30659949148969
Metro Radiology and Imaging,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.71539477633671,85.32610463839013
Life Care Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Life Care Hospital,Not Available,Not Available,Not Available,Not Available,27.69946784215438,85.31045526510124
Anmol Medical Center,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Anmol Medical Center,Not Available,Not Available,Not Available,Not Available,27.70616638064072,85.31250191288423
Capital Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Capital Hospital,Not Available,Not Available,Not Available,Not Available,27.70279937270098,85.32174395758496
DI Skin Hospital and Research Center,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.73660586538974,85.33308419292447
Department of Labour,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.686665853982632,85.33767944197241
Tise Guesthouse,Not Available,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.722406696931536,85.35838175063485
"Mega Bank Limited, Chuchepati",bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Mo-Th 10:00-16:00; Fr 10:00-13:00,Not Available,Not Available,Not Available,Not Available,Not Available,27.719154657211785,85.35212805964949
Grand Hotel,Not Available,hotel,Not Available,Not Available,+977-1-4-282482,grandhotel@wlink.com.np,https://www.grandhotelnepal.com/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.698922251360536,85.29103802964981
The Fern Residency Platinum,Not Available,hotel,Not Available,Not Available,9851097039,info@platinumhotel.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.69842615701753,85.29147218436354
Prabhu Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10:00-17:00,private,Not Available,Not Available,Not Available,Not Available,27.70815718538161,85.31965169053723
Kathmandu Valley Drinking Water Limited,public_office,Not Available,government,Not Available,Not Available,Not Available,Not Available,10:00-17:00,public,Not Available,Not Available,Not Available,Not Available,27.708994186761984,85.3215383697491
Hotel Tibet,Not Available,hotel,Not Available,Not Available,+977 1 4429085,Not Available,http://www.hotel-tibet.com.np/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.719725324881875,85.32043590782109
MEGA BOYS HOSTEL,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.682220961362013,85.34230797494023
Hotel Pacific Pvt.Ltd,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,https://www.hotelpacific.com.np/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.709903600000004,85.31427730000001
"Hotel Ambassador, Lazimpat",Not Available,hotel,Not Available,Not Available,Not Available,Not Available,http://nepalshotel.com/hotel-ambassador.html,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.72259614768096,85.32037458709397
Hotel Brihaspati,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,24/7,private,Not Available,samamarg,kathmandu metro,Not Available,27.712736799999995,85.32659715
Nepal Bharat Maitri Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,24/7,private,Not Available,dakshina murti marga,kathmandu municipality,Not Available,27.711560443846388,85.34559138232251
Bank of Kathmandu Lumbini,bank,Not Available,Not Available,Not Available,Not Available,Not Available,https://www.necoinsurance.com.np/,Not Available,public,Not Available,Not Available,municipality,Not Available,27.699854056040877,85.32771878756779
Human Rights Council of Nepal,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.713148983650207,85.3440868976629
Prashanti Girls Hostel,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.715495754628066,85.34266769449752
Digi Pharma,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.711242903865188,85.342267654156
NABIL BANK Chabahil,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.71924355,85.34613329999999
Swatha Parichyan,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.706041250376153,85.32496149964453
Not Available,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.71220396231981,85.33237381836682
District Education Office,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chagal Marg,Not Available,977,27.705061075476102,85.30017169801651
Buddha Dharma Centre,Not Available,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Buddha Dharma Centre,Not Available,"P76Q+76 Kathmandu, Nepál",Kathmandu,44600,27.71061198469866,85.28802441243465
Gracure Pharma Nepal (P.) Ltd,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.712487829415043,85.32850493829535
Krishi Bikash Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10:00-16:00,public,Not Available,bhagwati marg,Not Available,Not Available,27.711495120767662,85.32818040514361
Hotel Nepalaya,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,https://www.hotelnepalaya.com/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.71045142520232,85.31329209857324
Hotel New Sahara,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.710404827111084,85.31372109605405
Not Available,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.70987123857863,85.3133111475197
Not Available,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.710344200000005,85.3133351
Hotel Elite,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.710443172741748,85.3136002532769
Kumari Bank Limited,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.703771313729092,85.31155262667161
"Metropolitan Police Circle, Gaushala",police,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.707643794455283,85.3443181857205
global IME bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,24 hours,private,Not Available,narayan gopal sadak,Not Available,Not Available,27.72932272045421,85.32523528634546
"Civil Bank Limited, Chuchepati",bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.719138891937266,85.3509871082115
Global IME bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.717854878497004,85.34743482651857
"Malpot Karyalaya, Chabahil",Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.72195812678086,85.3471716484959
New Panas Hotel,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.701469349999996,85.3122941
Shrestha Guest House,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7003351,85.2954799
NIC Asia Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,private,Not Available,Not Available,Not Available,Not Available,27.706315600000003,85.3428067
Heavan Boys Hostel,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Sinamangal Road,Not Available,Not Available,27.700114433002916,85.3428904496991
Employees Provident Fund,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.713797692225537,85.31298041316661
Roghini Pharma,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.713580167521922,85.3490730246471
Office of the Nepal Trust,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.712999507705092,85.31745439434047
UNIVERSAL COLLEGE OF MEDICAL SCIENCES & UCMS COLLEGE OF DENTAL SURGERY,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.706703919109486,85.31798106430583
Primer Insurance,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.704029499999997,85.31129490000001
Kumari Bank Limited,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.718955195214313,85.35051632387072
Tinkune police station,police,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.68590219973806,85.34418618024996
Parliament Building,public_building,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.696243896381066,85.32535049372356
